"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"522","ENSAMXG00000010131","Molino-Control",-0.98840716,6.41e-05,"","N-myc and STAT interactor [Source:NCBI gene;Acc:103022485]","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"523","ENSAMXG00000009959","Molino-Control",-0.986299438,0.000158579,"hexb","hexosaminidase B (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-030131-2333]","BETA HEXOSAMINIDASE SUBUNIT PRECURSOR EC_3.2.1.52 BETA N ACETYLHEXOSAMINIDASE SUBUNIT HEXOSAMINIDASE SUBUNIT N ACETYL BETA GLUCOSAMINIDASE SUBUNIT","Sleep deprivation","McGaugh_2020"
"524","ENSAMXG00000000193","Molino-Control",-0.965550693,5.85e-05,"slc38a5a","sodium-coupled neutral amino acid transporter 3 [Source:NCBI gene;Acc:103043756]","SODIUM COUPLED NEUTRAL AMINO ACID TRANSPORTER 5 SOLUTE CARRIER FAMILY 38 MEMBER 5 SYSTEM N TRANSPORTER 2","Sleep deprivation","McGaugh_2020"
"525","ENSAMXG00000021649","Molino-Control",-0.956974367,0.000613261,"ncln","nicalin [Source:NCBI gene;Acc:103037483]","NICALIN PRECURSOR NICASTRIN","Sleep deprivation","McGaugh_2020"
"526","ENSAMXG00000020616","Molino-Control",-0.938038309,9.55e-05,"sesn2","sestrin-2-like [Source:NCBI gene;Acc:103036251]","SESTRIN","Sleep deprivation","McGaugh_2020"
"527","ENSAMXG00000028853","Molino-Control",-0.931878178,0.000403614,"","","","Sleep deprivation","McGaugh_2020"
"528","ENSAMXG00000018428","Molino-Control",-0.925356277,2.81e-05,"","protein NLRC3-like [Source:NCBI gene;Acc:103022521]","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"529","ENSAMXG00000017074","Molino-Control",-0.917043424,3.77e-06,"tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:ZFIN;Acc:ZDB-GENE-050517-43]","ANTIGEN PEPTIDE TRANSPORTER 1 APT1 ATP BINDING CASSETTE SUB FAMILY B MEMBER 2 PEPTIDE TRANSPORTER TAP1","Sleep deprivation","McGaugh_2020"
"530","ENSAMXG00000009880","Molino-Control",-0.911613871,0.000405342,"chia.1","acidic mammalian chitinase-like [Source:NCBI gene;Acc:103040944]","ACIDIC MAMMALIAN CHITINASE","Sleep deprivation","McGaugh_2020"
"531","ENSAMXG00000024780","Molino-Control",-0.892185813,3.62e-09,"gpr157","G protein-coupled receptor 157 [Source:NCBI gene;Acc:103039591]","G COUPLED RECEPTOR 157","Sleep deprivation","McGaugh_2020"
"532","ENSAMXG00000027285","Molino-Control",-0.886692629,0.000358381,"","","","Sleep deprivation","McGaugh_2020"
"533","ENSAMXG00000012079","Molino-Control",-0.880930938,2.44e-05,"","endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:103039326]","ENDONUCLEASE DOMAIN CONTAINING 1 PRECURSOR EC_3.1.30.-","Sleep deprivation","McGaugh_2020"
"534","ENSAMXG00000008846","Molino-Control",-0.879761178,0.000497408,"apobec2a","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2a [Source:ZFIN;Acc:ZDB-GENE-050306-15]","C >U EDITING ENZYME APOBEC 2 EC_3.5.4.36 CYTOSINE DEAMINASE 2","Sleep deprivation","McGaugh_2020"
"535","ENSAMXG00000011956","Molino-Control",-0.878976007,6.52e-05,"ogfrl1","opioid growth factor receptor like 1 [Source:NCBI gene;Acc:103033513]","OPIOID GROWTH FACTOR RECEPTOR OGFR ZETA TYPE OPIOID RECEPTOR","Sleep deprivation","McGaugh_2020"
"536","ENSAMXG00000018723","Molino-Control",-0.869815738,0.000632403,"cebpb","CCAAT/enhancer-binding protein beta-like [Source:NCBI gene;Acc:103028158]","CCAAT/ENHANCER BINDING BETA C/EBP BETA INTERLEUKIN 6 DEPENDENT BINDING IL 6DBP LIVER ENRICHED TRANSCRIPTIONAL ACTIVATOR LAP","Sleep deprivation","McGaugh_2020"
"537","ENSAMXG00000002529","Molino-Control",-0.866015153,0.00035261,"mao","monoamine oxidase B [Source:NCBI gene;Acc:103033722]","AMINE OXIDASE [FLAVIN CONTAINING] EC_1.4.3.4 MONOAMINE OXIDASE MAO","Sleep deprivation","McGaugh_2020"
"538","ENSAMXG00000017509","Molino-Control",-0.861253521,1.05e-05,"g6pd","glucose-6-phosphate 1-dehydrogenase [Source:NCBI gene;Acc:103035433]","GLUCOSE 6 PHOSPHATE 1 DEHYDROGENASE G6PD EC_1.1.1.49","Sleep deprivation","McGaugh_2020"
"539","ENSAMXG00000007768","Molino-Control",-0.85237736,0.00028272,"casp8l2","caspase-8-like [Source:NCBI gene;Acc:103037118]","CASPASE PRECURSOR DEATH  [CONTAINS CASPASE SUBUNIT CASPASE SUBUNIT","Sleep deprivation","McGaugh_2020"
"540","ENSAMXG00000012705","Molino-Control",-0.833319918,0.000386405,"gcdha","glutaryl-CoA dehydrogenase a [Source:ZFIN;Acc:ZDB-GENE-040426-1855]","GLUTARYL COA DEHYDROGENASE MITOCHONDRIAL PRECURSOR GCD EC_1.3.8.6","Sleep deprivation","McGaugh_2020"
"541","ENSAMXG00000013645","Molino-Control",-0.832594687,0.000166422,"bmf2","BCL2 modifying factor 2 [Source:ZFIN;Acc:ZDB-GENE-041210-319]","","Sleep deprivation","McGaugh_2020"
"542","ENSAMXG00000005683","Molino-Control",-0.82649101,1.31e-05,"","","INTERLEUKIN 1 RECEPTOR PRECURSOR IL IL INTERLEUKIN 1 RECEPTOR","Sleep deprivation","McGaugh_2020"
"543","ENSAMXG00000003786","Molino-Control",-0.825896699,0.000187033,"","apoptosis facilitator Bcl-2-like protein 14 [Source:NCBI gene;Acc:103046975]","APOPTOSIS FACILITATOR BCL 2  14 BCL2 L 14","Sleep deprivation","McGaugh_2020"
"544","ENSAMXG00000014824","Molino-Control",-0.81053891,9.21e-05,"zgc:92518","protein-lysine methyltransferase METTL21E [Source:NCBI gene;Acc:103045702]","LYSINE METHYLTRANSFERASE METTL21E EC_2.1.1.- METHYLTRANSFERASE  21E","Sleep deprivation","McGaugh_2020"
"545","ENSAMXG00000025966","Molino-Control",-0.77806033,0.000212661,"mid1ip1b","mid1-interacting protein 1-B [Source:NCBI gene;Acc:103046718]","MID1 INTERACTING 1 GASTRULATION SPECIFIC G12","Sleep deprivation","McGaugh_2020"
"546","ENSAMXG00000006597","Molino-Control",-0.768111981,4.08e-05,"mfsd11","major facilitator superfamily domain containing 11 [Source:NCBI gene;Acc:103029231]","UNC93  MFSD11 MAJOR FACILITATOR SUPERFAMILY DOMAIN CONTAINING 11","Sleep deprivation","McGaugh_2020"
"547","ENSAMXG00000012378","Molino-Control",-0.764578936,0.000124141,"scdb","acyl-CoA desaturase [Source:NCBI gene;Acc:103022768]","ACYL COA DESATURASE EC_1.14.19.1 DELTA 9 DESATURASE DELTA 9 DESATURASE FATTY ACID DESATURASE STEAROYL COA DESATURASE","Sleep deprivation","McGaugh_2020"
"548","ENSAMXG00000028691","Molino-Control",-0.737335553,0.000221652,"","uncharacterized LOC103034095 [Source:NCBI gene;Acc:103034095]","","Sleep deprivation","McGaugh_2020"
"549","ENSAMXG00000015049","Molino-Control",-0.718067654,0.000356611,"cacng1a","voltage-dependent calcium channel gamma-1 subunit [Source:NCBI gene;Acc:103042501]","VOLTAGE DEPENDENT CALCIUM CHANNEL GAMMA 1 SUBUNIT DIHYDROPYRIDINE SENSITIVE L TYPE SKELETAL MUSCLE CALCIUM CHANNEL SUBUNIT GAMMA","Sleep deprivation","McGaugh_2020"
"550","ENSAMXG00000010679","Molino-Control",-0.696058786,0.000276623,"slc26a2","solute carrier family 26 member 2 [Source:NCBI gene;Acc:103047169]","SOLUTE CARRIER FAMILY 26 MEMBER","Sleep deprivation","McGaugh_2020"
"551","ENSAMXG00000020666","Molino-Control",-0.679209569,0.000499891,"","E3 ubiquitin-protein ligase RNF34-like [Source:NCBI gene;Acc:103035567]","E3 UBIQUITIN LIGASE RNF34 EC_2.3.2.27 RING FINGER 34 RING TYPE E3 UBIQUITIN TRANSFERASE RNF34","Sleep deprivation","McGaugh_2020"
"552","ENSAMXG00000005044","Molino-Control",-0.652713514,0.000600264,"rgn","regucalcin [Source:NCBI gene;Acc:103028139]","REGUCALCIN RC GLUCONOLACTONASE GNL EC_3.1.1.17 SENESCENCE MARKER 30 SMP 30","Sleep deprivation","McGaugh_2020"
"553","ENSAMXG00000009986","Molino-Control",-0.63250756,3.17e-05,"aif1l","allograft inflammatory factor 1 like [Source:NCBI gene;Acc:103026376]","ALLOGRAFT INFLAMMATORY FACTOR 1 IONIZED CALCIUM BINDING ADAPTER MOLECULE","Sleep deprivation","McGaugh_2020"
"554","ENSAMXG00000007736","Molino-Control",-0.621342303,7.36e-05,"plpp7","phospholipid phosphatase 7 (inactive) [Source:ZFIN;Acc:ZDB-GENE-040426-1822]","INACTIVE PHOSPHOLIPID PHOSPHATASE 7 PHOSPHATIDIC ACID PHOSPHATASE TYPE 2 DOMAIN CONTAINING 3","Sleep deprivation","McGaugh_2020"
"555","ENSAMXG00000015009","Molino-Control",-0.609396391,0.000125239,"tmx4","thioredoxin related transmembrane protein 4 [Source:NCBI gene;Acc:103034520]","THIOREDOXIN RELATED TRANSMEMBRANE 4 PRECURSOR THIOREDOXIN DOMAIN CONTAINING 13","Sleep deprivation","McGaugh_2020"
"556","ENSAMXG00000019046","Molino-Control",-0.563487044,0.000610313,"m6pr","mannose-6-phosphate receptor, cation dependent [Source:NCBI gene;Acc:103031197]","CATION DEPENDENT MANNOSE 6 PHOSPHATE RECEPTOR PRECURSOR CD MAN 6 P RECEPTOR CD MPR 46 KDA MANNOSE 6 PHOSPHATE RECEPTOR MPR 46","Sleep deprivation","McGaugh_2020"
"557","ENSAMXG00000019605","Molino-Control",-0.558012092,0.000174726,"f2rl1.2","proteinase-activated receptor 2-like [Source:NCBI gene;Acc:103034580]","RECEPTOR","Sleep deprivation","McGaugh_2020"
"558","ENSAMXG00000004371","Molino-Control",-0.551443188,6.67e-05,"gltpa","glycolipid transfer protein [Source:NCBI gene;Acc:103041295]","GLYCOLIPID TRANSFER GLTP","Sleep deprivation","McGaugh_2020"
"559","ENSAMXG00000024528","Molino-Control",-0.548574281,0.000287515,"nfkbie","NFKB inhibitor epsilon [Source:NCBI gene;Acc:103021553]","NF KAPPA B INHIBITOR EPSILON NF KAPPA BIE I KAPPA B EPSILON IKB E IKB EPSILON IKAPPABEPSILON","Sleep deprivation","McGaugh_2020"
"560","ENSAMXG00000020619","Molino-Control",-0.497176614,0.000360209,"yrk","proto-oncogene tyrosine-protein kinase Yrk [Source:NCBI gene;Acc:103036565]","TYROSINE KINASE FGR EC_2.7.10.2 PROTO ONCOGENE C FGR P55 FGR","Sleep deprivation","McGaugh_2020"
"561","ENSAMXG00000017257","Molino-Control",0.733136171,0.000263439,"krt8","keratin, type II cytoskeletal 8 [Source:NCBI gene;Acc:103042429]","KERATIN TYPE II CYTOSKELETAL 8 CYTOKERATIN 8 CK 8 KERATIN 8 K8","Sleep deprivation","McGaugh_2020"
"562","ENSAMXG00000003619","Molino-Control",0.769587771,9.24e-07,"znf511","zinc finger protein 511 [Source:ZFIN;Acc:ZDB-GENE-030616-621]","ZINC FINGER 511","Sleep deprivation","McGaugh_2020"
"563","ENSAMXG00000004866","Molino-Control",0.880182855,3.83e-07,"rdh5","retinol dehydrogenase 5 [Source:NCBI gene;Acc:103042897]","11 CIS RETINOL DEHYDROGENASE PRECURSOR 11 CIS RDH 11 CIS RODH EC_1.1.1.315 9 CIS RETINOL DEHYDROGENASE RETINOL DEHYDROGENASE 5","Sleep deprivation","McGaugh_2020"
"564","ENSAMXG00000002661","Molino-Control",0.893633276,6.4e-05,"chmp4c","charged multivesicular body protein 4C [Source:ZFIN;Acc:ZDB-GENE-050417-389]","CHARGED MULTIVESICULAR BODY 4C CHROMATIN MODIFYING 4C CHMP4C","Sleep deprivation","McGaugh_2020"
"565","ENSAMXG00000010579","Molino-Control",0.906199674,4.44e-05,"fam129ba","niban-like protein 1 [Source:NCBI gene;Acc:103027107]","NIBAN","Sleep deprivation","McGaugh_2020"
"566","ENSAMXG00000000575","Molino-Control",0.925507805,0.000598603,"rpl19","ribosomal protein L19 [Source:NCBI gene;Acc:103027236]","60S RIBOSOMAL L19","Sleep deprivation","McGaugh_2020"
"567","ENSAMXG00000003250","Molino-Control",0.926290977,6.47e-05,"adamts8a","A disintegrin and metalloproteinase with thrombospondin motifs 8 [Source:NCBI gene;Acc:103028617]","A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 8 PRECURSOR ADAM TS 8 ADAM TS8 ADAMTS 8 EC_3.4.24.- METH 2","Sleep deprivation","McGaugh_2020"
"568","ENSAMXG00000016312","Molino-Control",0.932248688,0.000560399,"s100t","protein S100-A1-like [Source:NCBI gene;Acc:103045680]","S100 S100 CALCIUM BINDING","Sleep deprivation","McGaugh_2020"
"569","ENSAMXG00000010609","Molino-Control",0.953431459,8.01e-06,"lepr","leptin receptor [Source:NCBI gene;Acc:103042063]","LEPTIN RECEPTOR PRECURSOR LEP R OB RECEPTOR OB R CD295 ANTIGEN","Sleep deprivation","McGaugh_2020"
"570","ENSAMXG00000005142","Molino-Control",0.973176837,0.000211344,"CAPRIN1","cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]","CAPRIN 1 CYTOPLASMIC ACTIVATION AND PROLIFERATION ASSOCIATED 1 RNA GRANULE 105","Sleep deprivation","McGaugh_2020"
"571","ENSAMXG00000024252","Molino-Control",0.975284006,0.00026523,"LOXL2","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]","LYSYL OXIDASE HOMOLOG 2 PRECURSOR EC_1.4.3.13 LYSYL OXIDASE  2","Sleep deprivation","McGaugh_2020"
"572","ENSAMXG00000011272","Molino-Control",1.010821752,0.00013144,"nt5c1aa","cytosolic 5'-nucleotidase 1A-like [Source:NCBI gene;Acc:103026526]","CYTOSOLIC 5' NUCLEOTIDASE 1B CN1B EC_3.1.3.5 AUTOIMMUNE INFERTILITY RELATED CYTOSOLIC 5' NUCLEOTIDASE IB CN IB","Sleep deprivation","McGaugh_2020"
"573","ENSAMXG00000002272","Molino-Control",1.016815544,0.000377389,"crip3","cysteine-rich protein 3 [Source:ZFIN;Acc:ZDB-GENE-130530-620]","CYSTEINE RICH 3 CRP 3 LIM","Sleep deprivation","McGaugh_2020"
"574","ENSAMXG00000002213","Molino-Control",1.023367291,3.67e-06,"coq10b","coenzyme Q10B [Source:ZFIN;Acc:ZDB-GENE-050417-263]","COENZYME Q BINDING COQ10 HOMOLOG B MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020"
"575","ENSAMXG00000001938","Molino-Control",1.048727068,0.000197448,"myo1ca","myosin Ic, paralog a [Source:ZFIN;Acc:ZDB-GENE-070705-190]","UNCONVENTIONAL MYOSIN IC MYOSIN I BETA MMI BETA MMIB","Sleep deprivation","McGaugh_2020"
"576","ENSAMXG00000016969","Molino-Control",1.0634974,0.000674684,"scel","sciellin [Source:NCBI gene;Acc:103022987]","ZINC FINGER 185 LIM DOMAIN P1 A","Sleep deprivation","McGaugh_2020"
"577","ENSAMXG00000015685","Molino-Control",1.107855928,0.000501486,"cilp2","cartilage intermediate layer protein 1 [Source:NCBI gene;Acc:103040665]","CARTILAGE INTERMEDIATE LAYER 1 PRECURSOR CILP 1 [CONTAINS CARTILAGE INTERMEDIATE LAYER 1 C1; CARTILAGE INTERMEDIATE LAYER 1 C2]","Sleep deprivation","McGaugh_2020"
"578","ENSAMXG00000001789","Molino-Control",1.12232662,0.000126757,"apoa1a","apolipoprotein A-I [Source:NCBI gene;Acc:103025033]","APOLIPOPROTEIN A I PRECURSOR APO AI APOA I APOLIPOPROTEIN A1 [CONTAINS PROAPOLIPOPROTEIN A I PROAPOA I","Sleep deprivation","McGaugh_2020"
"579","ENSAMXG00000006936","Molino-Control",1.183860313,2.83e-05,"","","CYTOCHROME P450 EC_1.14.14.1 ARACHIDONIC ACID EPOXYGENASE","Sleep deprivation","McGaugh_2020"
"580","ENSAMXG00000020784","Molino-Control",1.192203444,8.57e-06,"cyp1a","cytochrome P450 1A1-like [Source:NCBI gene;Acc:103038575]","CYTOCHROME P450 EC_1.14.14.1","Sleep deprivation","McGaugh_2020"
"581","ENSAMXG00000013386","Molino-Control",1.194030821,0.000526622,"","uncharacterized oxidoreductase YjmC-like [Source:NCBI gene;Acc:103033560]","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"582","ENSAMXG00000008093","Molino-Control",1.200848269,0.000435082,"heatr5a","HEAT repeat containing 5A [Source:NCBI gene;Acc:103045295]","HEAT REPEAT CONTAINING","Sleep deprivation","McGaugh_2020"
"583","ENSAMXG00000014993","Molino-Control",1.207215982,0.000438399,"","","HOMOLOG","Sleep deprivation","McGaugh_2020"
"584","ENSAMXG00000004807","Molino-Control",1.209730145,0.00066692,"slka","STE20-like serine/threonine-protein kinase [Source:NCBI gene;Acc:103036381]","STE20  SERINE/THREONINE KINASE STE20  KINASE EC_2.7.11.1 STE20 RELATED SERINE/THREONINE KINASE STE20 RELATED KINASE","Sleep deprivation","McGaugh_2020"
"585","ENSAMXG00000014496","Molino-Control",1.218642069,1e-05,"pdk4","pyruvate dehydrogenase kinase 4 [Source:NCBI gene;Acc:103027445]","[PYRUVATE DEHYDROGENASE ACETYL TRANSFERRING ] KINASE ISOZYME MITOCHONDRIAL PRECURSOR EC_2.7.11.2 PYRUVATE DEHYDROGENASE KINASE","Sleep deprivation","McGaugh_2020"
"586","ENSAMXG00000004654","Molino-Control",1.229503419,0.000282335,"abi3bpb","ABI family, member 3 (NESH) binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6041]","FIBRONECTIN TYPE III DOMAIN CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"587","ENSAMXG00000011153","Molino-Control",1.230770009,0.000305383,"","","MATRILIN 4 PRECURSOR","Sleep deprivation","McGaugh_2020"
"588","ENSAMXG00000010357","Molino-Control",1.235866828,7.34e-05,"","cytochrome P450 2M1-like [Source:NCBI gene;Acc:103041915]","CYTOCHROME P450 EC_1.14.14.1 HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"589","ENSAMXG00000003022","Molino-Control",1.237469936,0.000526788,"atoh1b","atonal bHLH transcription factor 1b [Source:ZFIN;Acc:ZDB-GENE-041201-1]","ATONAL HOMOLOG 1 HELIX LOOP HELIX 1","Sleep deprivation","McGaugh_2020"
"590","ENSAMXG00000006371","Molino-Control",1.244678225,0.000198529,"nceh1a","neutral cholesterol ester hydrolase 1-like [Source:NCBI gene;Acc:103029691]","NEUTRAL CHOLESTEROL ESTER HYDROLASE 1 NCEH EC_3.1.1.- ARYLACETAMIDE DEACETYLASE  1","Sleep deprivation","McGaugh_2020"
"591","ENSAMXG00000010914","Molino-Control",1.257792619,0.000102019,"loxl3b","lysyl oxidase homolog 3B-like [Source:NCBI gene;Acc:103043058]","LYSYL OXIDASE HOMOLOG PRECURSOR EC_1.4.3.- EC_1.4.3.13 LYSYL OXIDASE","Sleep deprivation","McGaugh_2020"
"592","ENSAMXG00000008444","Molino-Control",1.271365408,1.01e-05,"adck5","aarF domain containing kinase 5 [Source:NCBI gene;Acc:103047707]","UNCHARACTERIZED AARF DOMAIN CONTAINING KINASE 5 EC_2.7.11.-","Sleep deprivation","McGaugh_2020"
"593","ENSAMXG00000009608","Molino-Control",1.309034222,0.000368802,"fam129aa","family with sequence similarity 129, member Aa [Source:ZFIN;Acc:ZDB-GENE-041014-181]","NIBAN","Sleep deprivation","McGaugh_2020"
"594","ENSAMXG00000006822","Molino-Control",1.333843469,6.6e-08,"ucp2","uncoupling protein 2 [Source:NCBI gene;Acc:103027476]","MITOCHONDRIAL UNCOUPLING 2 UCP 2 SOLUTE CARRIER FAMILY 25 MEMBER 8","Sleep deprivation","McGaugh_2020"
"595","ENSAMXG00000025399","Molino-Control",1.345722845,5.69e-05,"kcnj12b","ATP-sensitive inward rectifier potassium channel 12-like [Source:NCBI gene;Acc:103026143]","INWARD RECTIFIER POTASSIUM CHANNEL INWARD RECTIFIER K + CHANNEL POTASSIUM CHANNEL INWARDLY RECTIFYING SUBFAMILY J MEMBER","Sleep deprivation","McGaugh_2020"
"596","ENSAMXG00000012885","Molino-Control",1.371800062,0.000117497,"cpt1b","carnitine palmitoyltransferase 1B [Source:NCBI gene;Acc:103027125]","CARNITINE O PALMITOYLTRANSFERASE EC_2.3.1.21 CARNITINE PALMITOYLTRANSFERASE CPT","Sleep deprivation","McGaugh_2020"
"597","ENSAMXG00000013848","Molino-Control",1.375435779,7.45e-06,"si:dkey-40c11.2","drebrin-like protein A [Source:NCBI gene;Acc:103022508]","DREBRIN","Sleep deprivation","McGaugh_2020"
"598","ENSAMXG00000024947","Molino-Control",1.375528718,0.000294589,"si:dkey-160o24.3","si:dkey-160o24.3 [Source:ZFIN;Acc:ZDB-GENE-140106-224]","HEXOSYLTRANSFERASE EC_2.4.1.-","Sleep deprivation","McGaugh_2020"
"599","ENSAMXG00000017940","Molino-Control",1.392897666,7.75e-06,"dedd1","death effector domain containing 2 [Source:NCBI gene;Acc:103034688]","DNA BINDING DEATH EFFECTOR DOMAIN CONTAINING 2 DED CONTAINING FLAME 3 FADD  ANTI APOPTOTIC MOLECULE 3","Sleep deprivation","McGaugh_2020"
"600","ENSAMXG00000005308","Molino-Control",1.406673413,3.38e-05,"cyp2ad6","cytochrome P450 2J2-like [Source:NCBI gene;Acc:103035382]","CYTOCHROME P450 EC_1.14.14.1 ARACHIDONIC ACID EPOXYGENASE","Sleep deprivation","McGaugh_2020"
"601","ENSAMXG00000011112","Molino-Control",1.453608613,0.000320547,"mylka","myosin light chain kinase, smooth muscle [Source:NCBI gene;Acc:103026233]","MYOSIN LIGHT CHAIN KINASE SMOOTH MUSCLE MLCK SMMLCK EC_2.7.11.18 TELOKIN [CONTAINS MYOSIN LIGHT CHAIN KINASE SMOOTH MUSCLE DEGLUTAMYLATED FORM]","Sleep deprivation","McGaugh_2020"
"602","ENSAMXG00000003226","Molino-Control",1.459984033,0.000665672,"","transmembrane and immunoglobulin domain-containing protein 1-like [Source:NCBI gene;Acc:103046932]","TRANSMEMBRANE AND IMMUNOGLOBULIN DOMAIN CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"603","ENSAMXG00000008750","Molino-Control",1.509845178,0.000277423,"","","PERIOD CIRCADIAN HOMOLOG 2 CIRCADIAN CLOCK PERIOD 2","Sleep deprivation","McGaugh_2020"
"604","ENSAMXG00000015171","Molino-Control",1.533512146,7.53e-08,"tcap","telethonin [Source:NCBI gene;Acc:103043375]","TELETHONIN TITIN CAP","Sleep deprivation","McGaugh_2020"
"605","ENSAMXG00000014285","Molino-Control",1.561899103,0.000132694,"itgb4","integrin subunit beta 4 [Source:NCBI gene;Acc:103047644]","INTEGRIN BETA PRECURSOR","Sleep deprivation","McGaugh_2020"
"606","ENSAMXG00000001758","Molino-Control",1.580052375,2.44e-08,"","","THROMBOSPONDIN PRECURSOR","Sleep deprivation","McGaugh_2020"
"607","ENSAMXG00000016010","Molino-Control",1.584165001,0.00047556,"SSC4D","scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461]","DELETED IN MALIGNANT BRAIN TUMORS 1 PRECURSOR HENSIN","Sleep deprivation","McGaugh_2020"
"608","ENSAMXG00000016036","Molino-Control",1.612980809,0.000124629,"ntd5","ntl-dependent gene 5 [Source:ZFIN;Acc:ZDB-GENE-031030-7]","BETA 2 GLYCOPROTEIN 1 PRECURSOR APOLIPOPROTEIN H APO H BETA 2 GLYCOPROTEIN I B2GPI BETA 2 GPI","Sleep deprivation","McGaugh_2020"
"609","ENSAMXG00000017997","Molino-Control",1.620757375,7.25e-07,"btbd2a","BTB (POZ) domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-030829-3]","BTB/POZ DOMAIN CONTAINING 2","Sleep deprivation","McGaugh_2020"
"610","ENSAMXG00000025376","Molino-Control",1.632462688,2.58e-12,"hspb11","heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]","HEAT SHOCK","Sleep deprivation","McGaugh_2020"
"611","ENSAMXG00000008293","Molino-Control",1.665670771,1.22e-05,"","","INTEGRIN ALPHA 10 PRECURSOR","Sleep deprivation","McGaugh_2020"
"612","ENSAMXG00000002941","Molino-Control",1.682521643,2.55e-06,"zpld1b","zona pellucida-like domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-121214-104]","ZONA PELLUCIDA  DOMAIN CONTAINING 1 PRECURSOR ZP DOMAIN CONTAINING 1 CUPULIN [CONTAINS ZONA PELLUCIDA  DOMAIN CONTAINING 1 SECRETED","Sleep deprivation","McGaugh_2020"
"613","ENSAMXG00000028564","Molino-Control",1.688031744,0.000663925,"","","","Sleep deprivation","McGaugh_2020"
"614","ENSAMXG00000012588","Molino-Control",1.922457558,0.000212826,"PRDM6","PR/SET domain 6 [Source:NCBI gene;Acc:103046528]","HISTONE LYSINE N METHYLTRANSFERASE PRDM6 EC_2.1.1.43 PR DOMAIN ZINC FINGER 6 PR DOMAIN CONTAINING 6","Sleep deprivation","McGaugh_2020"
"615","ENSAMXG00000000536","Molino-Control",1.991121968,3.78e-05,"itga6b","integrin, alpha 6b [Source:ZFIN;Acc:ZDB-GENE-050320-5]","INTEGRIN ALPHA 6 PRECURSOR CD49 ANTIGEN  FAMILY MEMBER F VLA 6 CD49F ANTIGEN [CONTAINS INTEGRIN ALPHA 6 HEAVY CHAIN; INTEGRIN ALPHA 6 LIGHT","Sleep deprivation","McGaugh_2020"
"616","ENSAMXG00000020773","Molino-Control",2.037458923,1e-04,"","","CYTOCHROME P450 EC_1.14.14.1","Sleep deprivation","McGaugh_2020"
"617","ENSAMXG00000008968","Molino-Control",2.289098626,7.23e-07,"","","CALCIUM/CALMODULIN DEPENDENT KINASE TYPE 1 EC_2.7.11.17 CAM KINASE I CAM KI CAM KINASE I ALPHA CAMKI ALPHA","Sleep deprivation","McGaugh_2020"
"618","ENSAMXG00000004976","Molino-Control",2.572986105,0.000108607,"abi3b","formin-like protein 20 [Source:NCBI gene;Acc:103039938]","ABI FAMILY MEMBER 3","Sleep deprivation","McGaugh_2020"
"619","ENSAMXG00000014450","Molino-Control",2.852396594,0.00061244,"ccnj","cyclin J [Source:NCBI gene;Acc:103038147]","CYCLIN J","Sleep deprivation","McGaugh_2020"
"620","ENSAMXG00000027793","Molino-Control",3.145528655,1.7e-07,"","uncharacterized LOC103034687 [Source:NCBI gene;Acc:103034687]","","Sleep deprivation","McGaugh_2020"
"621","ENSAMXG00000010744","Molino-Control",4.11876409,0.000582016,"axin2","axin 2 (conductin, axil) [Source:ZFIN;Acc:ZDB-GENE-000403-2]","AXIN 2 AXIN  AXIL AXIS INHIBITION 2 CONDUCTIN","Sleep deprivation","McGaugh_2020"
"622","ENSAMXG00000000400","Molino-Control",4.262042795,7.66e-05,"","RWD domain containing 3 [Source:NCBI gene;Acc:103030839]","RWD DOMAIN CONTAINING 3 RWD DOMAIN CONTAINING SUMOYLATION ENHANCER RSUME","Sleep deprivation","McGaugh_2020"
"623","ENSAMXG00000006570","Molino-Control",4.451324389,0.000103388,"si:dkeyp-27c8.2 (1 of many)","si:dkeyp-27c8.2 [Source:ZFIN;Acc:ZDB-GENE-090311-51]","MAGNESIUM DEPENDENT PHOSPHATASE EC_3.1.3.48","Sleep deprivation","McGaugh_2020"
