Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino
ENSAMXG00000000667,pcdh18a,protocadherin 18a [Source:ZFIN;Acc:ZDB-GENE-000607-1],homophilic cell adhesion via plasma membrane adhesion molecules;cell adhesion;calcium ion binding;plasma membrane;integral component of membrane;membrane;epiboly involved in gastrulation with mouth forming second;cell migration involved in gastrulation;calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,0.000260744,0.000879382,0.000108261,0.000321846,0.000824853,0.000895237,0.001525867,0.001049425,0.241007663,0.366885664,0.2316592,0.292495365,0.224872429,0.001806638,0.001345781,0,-1.10475,-1.33387,-1.93748,-0.432259,0.28991426,0.001084553
ENSAMXG00000024541,dlgap2b,"discs, large (Drosophila) homolog-associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-040724-191]",neuron-neuron synaptic transmission;signaling,0,0.001828853,0,0,0.000417829,0.00228799,0.00080432,0.00080432,0.379117633,0.371196217,0.347934294,0.261017129,0.25305272,0.001993477,0.001993477,NA,0.121908,NA,NA,-0.98759,0.61730605,0.002183155
ENSAMXG00000020530,esr2a,estrogen receptor 2a [Source:ZFIN;Acc:ZDB-GENE-030116-2],"intracellular estrogen receptor signaling pathway;estrogen receptor activity;steroid binding;steroid hormone mediated signaling pathway;steroid hormone receptor activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;metal ion binding;sequence-specific DNA binding;nucleus;DNA binding;zinc ion binding;regulation of transcription, DNA-templated;response to estrogen;transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding;steroid hormone binding",0.00067923,0.001048736,0.0000827,0,0.000878203,0.001199537,0.000499667,0.000999334,0.17702836,0.13715816,0.238736933,0.079548297,0.082402169,0.000579087,0.000983069,NA,NA,NA,NA,NA,0.257910383,0.00112425
ENSAMXG00000000074,cubn,cubilin (intrinsic factor-cobalamin receptor) [Source:ZFIN;Acc:ZDB-GENE-060228-6],protein binding;calcium ion binding,0.000288653,0.001133011,0.0000115,0,0.000798038,0.001311963,0.000877841,0.000814955,0.191233319,0.234229087,0.304012534,0.172202192,0.164766247,0.001061534,0.001144688,NA,NA,NA,NA,NA,0.30737822,0.001349738
ENSAMXG00000009101,kcnd3,"potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5626]",protein binding;protein homooligomerization;potassium channel activity;regulation of ion transmembrane transport;voltage-gated ion channel activity;ion channel activity;potassium ion transmembrane transport;voltage-gated potassium channel complex;potassium ion transport;voltage-gated potassium channel activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane,0.000331214,0.002262729,0,0.000053,0.001414678,0.003352617,0.000822281,0.000957118,0.11611197,0.12894171,0.514688036,0.158740648,0.130616119,0.001455132,0.001583937,NA,NA,NA,NA,NA,0.44326156,0.003713528
ENSAMXG00000011586,prrc2a,proline-rich coiled-coil 2A [Source:ZFIN;Acc:ZDB-GENE-010501-4],NA,0.0000899,0.000728257,0,0.000179929,0.000777215,0.003436001,0.001258571,0.00120733,0.396161569,0.398859288,0.693433178,0.53301535,0.480898323,0.002768037,0.00286694,NA,-1.18664,-2.08342,NA,-0.91996,0.440788386,0.001854236
ENSAMXG00000014498,dntt,"deoxynucleotidyltransferase, terminal [Source:ZFIN;Acc:ZDB-GENE-071020-1]",DNA polymerase activity;DNA biosynthetic process;nucleotidyltransferase activity;DNA-directed DNA polymerase activity;DNA repair;metal ion binding;nucleus;DNA binding,0.000583616,0.002430885,0,0.000268817,0.000702591,0.001927457,0.001758513,0.001282482,0.3541529,0.48199672,0.251296038,0.235077183,0.1536481,0.002969123,0.002459957,NA,NA,NA,NA,NA,0.411425917,0.001736111
ENSAMXG00000006290,epha4a,eph receptor A4a [Source:ZFIN;Acc:ZDB-GENE-001207-7],protein binding;ephrin receptor signaling pathway;ephrin receptor activity;peptidyl-tyrosine phosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine kinase activity;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;integral component of plasma membrane;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;integral component of membrane;membrane;anterior/posterior pattern specification;rhombomere boundary formation;forebrain development;negative regulation of axon extension;cell-cell recognition;negative regulation of collateral sprouting of intact axon in response to injury;optic vesicle morphogenesis,0.000994922,0.001164986,0.000134747,0.000553861,0.001177721,0.001062066,0.001300323,0.001836453,0.192476547,0.150751023,0.202697279,0.152070324,0.177319656,0.001364673,0.001866907,-1.58935,-1.06959,-0.741149,0.0519024,-1.10062,0.144624525,0.001039407
ENSAMXG00000014312,atxn7,ataxin 7 [Source:ZFIN;Acc:ZDB-GENE-110621-1],STAGA complex;regulation of transcription from RNA polymerase II promoter;microtubule cytoskeleton organization;chordate embryonic development;cerebellar Purkinje cell differentiation;photoreceptor cell differentiation;cerebellar granule cell differentiation,0.000541212,0.001270879,0.000261341,0.000179174,0.002044623,0.002647757,0.00240293,0.002085267,0.288028236,0.335759987,0.512046582,0.425099455,0.398257341,0.003007725,0.002641,0.147972,-0.554877,-1.80791,NA,-0.103044,0.335856013,0.002411605
ENSAMXG00000012188,mapk13,mitogen-activated protein kinase 13 [Source:ZFIN;Acc:ZDB-GENE-041111-17],MAP kinase activity;MAPK cascade;intracellular;protein phosphorylation;protein kinase activity;ATP binding,0,0.000199481,0,0,0.001251293,0.0000997,0.000897666,0.000897666,0.2617493,0.25685655,NA,0.00619094,0.00619094,0.0000997,0.0000997,NA,NA,NA,NA,NA,0.24827605,0.000897666
ENSAMXG00000012511,ntng2b,netrin g2b [Source:ZFIN;Acc:ZDB-GENE-110502-1],NA,0,0.000505404,0,0,0.000567538,0.001142956,0.000283768,0.000283768,0.0465116,0.043249767,0.4303675,0.04290585,0.028336123,0.000260121,0.000260121,NA,NA,NA,NA,NA,0.277544575,0.001418842
ENSAMXG00000010527,tjp2b,tight junction protein 2b (zona occludens 2) [Source:ZFIN;Acc:ZDB-GENE-040718-58],protein binding;bicellular tight junction;lipid metabolic process;liver development;hepatocyte proliferation,0.000471338,0.000841008,0.0000774,0.000112758,0.000987223,0.001829194,0.001036807,0.001268659,0.17271085,0.183139513,0.465011364,0.341454656,0.282024625,0.00133887,0.001508354,NA,NA,NA,NA,NA,0.293264732,0.002030615
ENSAMXG00000011029,SLC52A1,"solute carrier family 52 (riboflavin transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30225]",integral component of membrane;membrane,0.000798689,0.000259403,0,0,0.001226271,0.000129702,0.00077821,0.00151751,0.241221743,0.19078004,NA,0.00619094,0.19439747,0.000129702,0.000821444,NA,NA,NA,NA,NA,0.17341764,0.00077821
ENSAMXG00000004802,gls2b,"glutaminase 2b (liver, mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-050208-408]",protein binding;glutamine metabolic process;glutaminase activity,0.0000679,0.000938843,0,0.000366748,0.000204499,0.004720185,0.000741309,0.001192911,0.6359322,0.4515333,0.7521445,0.685622856,0.75159667,0.003969709,0.004686227,NA,-0.393469,-2.05624,0,-1.45138,0.6547247,0.001226994
ENSAMXG00000005302,atrip,ATR interacting protein [Source:ZFIN;Acc:ZDB-GENE-050208-331],digestive tract development;skin development,0.0000439,0.001092191,0.0000487,0.000358315,0.000850611,0.001072125,0.002379792,0.00182383,0.587226029,0.584091911,0.215057638,0.330299268,0.246277042,0.001748971,0.001215887,0,-0.171212,-1.28896,0,-0.639135,0.70800142,0.003118908
ENSAMXG00000005433,cnbpb,"CCHC-type zinc finger, nucleic acid binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-7782]",nucleic acid binding;metal ion binding;zinc ion binding,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0
ENSAMXG00000005440,raf1b,"Raf-1 proto-oncogene, serine/threonine kinase b [Source:ZFIN;Acc:ZDB-GENE-090826-2]",receptor signaling protein activity;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;intracellular signal transduction;intracellular;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;metal ion binding;signal transduction,0.00010057,0.001318291,0.000249781,0.000159236,0.000997234,0.002241095,0.001158882,0.001203114,0.310968143,0.322107883,0.36938694,0.352941256,0.34322053,0.001946214,0.002058268,0,0.235759,-1.72331,0,-0.207398,0.401676033,0.002034678
ENSAMXG00000017084,DGKI,"diacylglycerol kinase, iota [Source:HGNC Symbol;Acc:HGNC:2855]",protein kinase C-activating G-protein coupled receptor signaling pathway;diacylglycerol kinase activity;phosphorylation;kinase activity;intracellular signal transduction;intracellular;nucleotide binding;transferase activity;ATP binding,0.000233107,0.002095509,0.0000593,0.00102392,0.001414896,0.002594623,0.002425844,0.001800961,0.407957838,0.33842708,0.419579663,0.180246128,0.245555754,0.002194504,0.002218644,0,-0.141533,1.07552,-0.527781,0.0036192,0.41687844,0.002327167
ENSAMXG00000017299,large (3 of 3),like-glycosyltransferase [Source:ZFIN;Acc:ZDB-GENE-061204-1],"transferase activity, transferring glycosyl groups;transferase activity;metabolic process",0.001725375,0.001683748,0.000759696,0.001177216,0.002978111,0.001604969,0.003251395,0.003080448,0.214234107,0.214850063,0.211736317,0.249861124,0.170155964,0.002483693,0.002434457,2.15154,-0.797153,0.623694,0.904005,-0.0597589,0.131400148,0.002040816
ENSAMXG00000013096,mfng,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:ZFIN;Acc:ZDB-GENE-041130-1],"transferase activity, transferring glycosyl groups;metabolic process;membrane",0.000628608,0.001681888,0,0.000217155,0.002109916,0.00199059,0.002476243,0.002668129,0.256200675,0.259494613,0.222222217,0.228072902,0.239137869,0.002967789,0.003148751,NA,NA,NA,NA,NA,0.31592568,0.003746345
ENSAMXG00000016710,cntnap5a,contactin associated protein-like 5a [Source:ZFIN;Acc:ZDB-GENE-081105-126],protein binding;integral component of membrane;membrane,0.00046891,0.001962549,0,0.000243138,0.001668323,0.002602292,0.002019581,0.00178051,0.194377793,0.251160262,0.417143555,0.239805634,0.229821675,0.002209323,0.002029338,NA,-0.00914737,-2.02527,-0.782261,-1.02976,0.292359077,0.002618397
ENSAMXG00000010764,ankrd11,ankyrin repeat domain 11 [Source:ZFIN;Acc:ZDB-GENE-030131-3932],protein binding,0.000264727,0.000893377,0,0.000122514,0.000734036,0.00160127,0.001257714,0.001211497,0.233782934,0.271415148,0.474749669,0.249804881,0.216449322,0.001297321,0.001240795,NA,-0.938053,-2.24333,-1.46525,-1.7816,0.238392965,0.001141832
ENSAMXG00000011013,snai3,snail family zinc finger 3 [Source:ZFIN;Acc:ZDB-GENE-061013-757],nucleic acid binding;metal ion binding,0,0.001802158,0,0.000139821,0.001576458,0.001531373,0.001806358,0.001734104,0.35860165,0.35279765,0.2165726,0.119613526,0.15751132,0.001141872,0.00111191,NA,0.317411,0,NA,0.103765,0.1507205,0.000963391
ENSAMXG00000021279,phkb,"phosphorylase kinase, beta [Source:ZFIN;Acc:ZDB-GENE-110411-149]",glycogen metabolic process;calmodulin binding;catalytic activity,0.000265676,0.001403492,0.000844218,0.000164908,0.001338546,0.001691295,0.002214198,0.001357631,0.199664324,0.313546053,0.24948,0.212902818,0.188008066,0.00161774,0.001354423,NA,NA,NA,NA,NA,0.187023115,0.001712201
ENSAMXG00000019735,si:dkey-266f7.9,si:dkey-266f7.9 [Source:ZFIN;Acc:ZDB-GENE-070705-440],phosphoric diester hydrolase activity;lipid metabolic process,0.00021194,0.005989884,0,0,0.002241124,0.007624951,0.001158871,0.001285293,0.06708854,0.070096556,0.547680436,0.517198837,0.481111003,0.007562451,0.007679547,NA,NA,NA,NA,NA,0.057962711,0.001158871
ENSAMXG00000020017,NA,NA,integral component of membrane;membrane,0.005893762,0.008713013,0.003001993,0.001992103,0.005113001,0.010106987,0.005305587,0.006046119,0.214343193,0.228017923,0.320966505,0.217714904,0.224809196,0.008171581,0.00948115,NA,NA,NA,NA,NA,0.185014269,0.005593051
ENSAMXG00000020469,SAMD15,sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:HGNC:18631],protein binding,0.003203006,0.00121382,0,0,0.000476191,0.002063492,0.002619048,0.0045,0.435672333,0.932007,0.711538,0.8616315,0.53310075,0.004920635,0.006571429,NA,NA,NA,NA,NA,0.0367261,0.000238095
ENSAMXG00000007937,NA,NA,"nucleus;zinc ion binding;regulation of transcription, DNA-templated",0.000428685,0.000932947,0,0.000141243,0.001162758,0.001386273,0.001985248,0.002173572,0.400891573,0.459455422,0.5056472,0.313047064,0.298461092,0.001791693,0.002021866,NA,NA,NA,NA,NA,0.33919688,0.001687068
ENSAMXG00000008065,psmd3,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1444]",protein binding;regulation of protein catabolic process;enzyme regulator activity;regulation of catalytic activity;proteasome complex,0,0.002470197,0,0,0.000113688,0.001901071,0.0000568,0.0000568,0.0465116,0.0465116,0.2910245,0.217956993,0.217956993,0.001827243,0.001827243,NA,NA,NA,NA,NA,0.51836305,0.000738972
ENSAMXG00000008073,ANKLE1,ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812],protein binding,0.000742477,0.003099405,0,0.000378816,0.001216968,0.003368394,0.001347357,0.001551151,0.211134871,0.243254123,0.361155374,0.203855321,0.204736994,0.002771017,0.002965635,NA,NA,NA,NA,NA,0.519098367,0.003911683
ENSAMXG00000008109,STAC2 (2 of 3),SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990],protein binding;intracellular signal transduction;intracellular;metal ion binding,0.0000855,0.000788093,0,0,0.001333852,0.001035307,0.001495726,0.001538462,0.274204883,0.2758358,0.483019,0.201617164,0.185974764,0.001035307,0.001004782,NA,NA,NA,NA,NA,0.263592217,0.001495726
ENSAMXG00000015213,fmnl2b,formin-like 2b [Source:ZFIN;Acc:ZDB-GENE-041111-182],binding;regulation of cell morphogenesis;Rho GTPase binding;cellular component organization;actin cytoskeleton organization;cytoskeleton organization;actin binding,0.000747687,0.001000362,0.000457669,0.000256357,0.000599596,0.001260708,0.001109773,0.000869848,0.151888474,0.383738467,0.298493113,0.281859638,0.113377351,0.001619755,0.001125503,NA,NA,NA,NA,NA,0.1457661,0.000739211
ENSAMXG00000020518,syne2a,"spectrin repeat containing, nuclear envelope 2a [Source:ZFIN;Acc:ZDB-GENE-041001-109]",protein binding;actin binding;integral component of membrane;membrane;muscle organ development;chordate embryonic development;eye development;heart development;photoreceptor cell maintenance;muscle fiber development;establishment of nucleus localization,0.000434022,0.002699978,0.001244483,0.0000221,0.001479905,0.003026379,0.001668056,0.001642338,0.225063444,0.252629786,0.235943568,0.187596058,0.173670631,0.002760017,0.002766058,NA,NA,NA,NA,NA,0.230656148,0.002500493
ENSAMXG00000015839,bcl11ba,B-cell CLL/lymphoma 11Ba (zinc finger protein) [Source:ZFIN;Acc:ZDB-GENE-061207-62],nucleic acid binding;metal ion binding,0.000426681,0.001303862,0.000052,0,0.000281176,0.001712702,0.000562351,0.000905033,0.277647867,0.23525218,0.276547933,0.189808198,0.250294725,0.001270914,0.001585817,0,-0.39712,NA,-1.25873,-1.76482,0.3542445,0.001010474
ENSAMXG00000005790,ARHGAP42 (2 of 2),Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545],protein binding;GTPase activator activity;positive regulation of GTPase activity;signal transduction,0.00073179,0.002294914,0,0,0.000680133,0.002265921,0.002043254,0.00228111,0.361753907,0.435342883,0.273020633,0.290479932,0.273785561,0.002971338,0.003268136,NA,NA,NA,NA,NA,0.42223698,0.002546209
ENSAMXG00000019789,MME,membrane metallo-endopeptidase [Source:HGNC Symbol;Acc:HGNC:7154],metallopeptidase activity;metalloendopeptidase activity;proteolysis;integral component of membrane;membrane,0.000357249,0.001477172,0.0000909,0.000389105,0.001298507,0.001921448,0.000988573,0.002458277,0.468530382,0.1634101,0.298953454,0.166089057,0.171781351,0.002108307,0.002229564,0,-1.73205,-2.21889,-1.26582,-0.742309,0.304388817,0.001789675
ENSAMXG00000019989,NA,NA,plasma membrane;G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane,0.02218734,0.023037091,0.021069912,0.020166104,0.020610428,0.022594124,0.019586146,0.020573181,0.04942705,0.073876584,0.094953095,0.086919293,0.088731437,0.022073422,0.022747064,1.15405,1.44855,0.998382,1.18717,0.58645,0.123085005,0.02324185
ENSAMXG00000020101,v2rx1,"vomeronasal 2 receptor, x1 [Source:ZFIN;Acc:ZDB-GENE-050419-175]",plasma membrane;G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane,0.000155642,0.000665947,0.000195824,0.0000389,0.001038017,0.001908468,0.000797976,0.000820682,0.177867022,0.2036357,0.567930813,0.329609447,0.378023648,0.001262121,0.001359397,0,-0.543681,0,-1.86788,-0.4271,0.29327731,0.001275896
ENSAMXG00000017208,ABLIM3 (2 of 2),"actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:29132]","actin cytoskeleton organization;cytoskeleton organization;actin binding;transcription, DNA-templated;metal ion binding;zinc ion binding",0.00062193,0.001099038,0,0,0.00087847,0.001031505,0.001886619,0.001417265,0.261940925,0.476728314,0.17779,0.200183015,0.082476613,0.001576017,0.001149227,NA,NA,NA,NA,NA,0.337650086,0.001426468
ENSAMXG00000010722,kcnab1a,"potassium voltage-gated channel, shaker-related subfamily, beta member 1 a [Source:ZFIN;Acc:ZDB-GENE-050327-79]",cytoplasm;potassium ion transmembrane transport;potassium ion transport;voltage-gated potassium channel activity;transmembrane transport;integral component of membrane,0.00040132,0.001614764,0,0.001414231,0.001427412,0.003314659,0.003741717,0.003706905,0.497770013,0.490443825,0.495776143,0.202982388,0.366430977,0.002237006,0.00274043,NA,-0.162418,2.27008,-0.36347,-0.98759,0.204918817,0.001296456
ENSAMXG00000018888,abca3b,"ATP-binding cassette, sub-family A (ABC1), member 3b [Source:ZFIN;Acc:ZDB-GENE-050517-2]",ATPase activity;nucleotide binding;transporter activity;ATP binding;transport;metabolic process;integral component of membrane;membrane,0.000443077,0.001772548,0,0.000773232,0.001698846,0.001941498,0.002343966,0.001880427,0.210724961,0.221086469,0.305398367,0.209445385,0.199519072,0.002589725,0.002337838,NA,-1.20122,-1.00738,-0.127512,-1.18768,0.217883356,0.001910154
ENSAMXG00000006625,etv1,ets variant 1 [Source:ZFIN;Acc:ZDB-GENE-070104-1],"transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0,0.000934337,0,0.000313586,0.000979949,0.001914414,0.000861434,0.000690989,0.20158205,0.20158205,0.53090925,0.382702024,0.413848136,0.003015873,0.003147791,NA,-1.0151,-1.84102,NA,-0.379008,0.67547952,0.005666114
ENSAMXG00000016294,aacs,acetoacetyl-CoA synthetase [Source:ZFIN;Acc:ZDB-GENE-040426-903],catalytic activity;metabolic process;integral component of membrane;membrane,0.0000601,0.002421428,0,0.000623102,0.002248767,0.002541397,0.002037713,0.001343268,0.113996,0.134186167,0.340728022,0.165568434,0.136512642,0.002465254,0.001922958,NA,-0.892598,-1.56014,NA,-1.3049,0.293060869,0.003590456
ENSAMXG00000016378,chfr (1 of 2),"checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030131-3522]",NA,0.0002,0.0008366,0,0,0.000818182,0.000444444,0.0005,0.00055,0.119403,0.273128,0.0625,0.0709761,0.0709761,0.000444444,0.000544444,NA,-0.684821,NA,NA,0,0.256798,0.0005
ENSAMXG00000016826,NA,NA,NA,0.000680246,0.001050221,0,0,0.001142485,0.000759734,0.000598444,0.000777977,0.046175075,0.058048933,0.357143,0.18166697,0.150100313,0.000759734,0.001268334,NA,0.138114,NA,-0.691821,-1.17901,0.0261608,0.000598444
ENSAMXG00000006086,PLCB4 (1 of 2),"phospholipase C, beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]",protein binding;phosphatidylinositol phospholipase C activity;lipid catabolic process;phosphoric diester hydrolase activity;lipid metabolic process;intracellular signal transduction;calcium ion binding;intracellular;hydrolase activity;signal transduction;signal transducer activity,0.000218566,0.000830098,0,0.000647132,0.00076992,0.001255589,0.001685385,0.001152741,0.319579675,0.3612234,0.478519291,0.241874578,0.261120934,0.001656202,0.001417546,NA,NA,NA,NA,NA,0.40288258,0.001749056
ENSAMXG00000006116,LAMP5,"lysosomal-associated membrane protein family, member 5 [Source:HGNC Symbol;Acc:HGNC:16097]",membrane,0,0.003362111,0,0,0.003876721,0.008459076,0.004975124,0.00355366,0.2718708,0.324695971,0.4645633,0.374239906,0.414831773,0.005944216,0.005486968,NA,NA,NA,NA,NA,0.5096534,0.008884151
ENSAMXG00000004946,plce1,"phospholipase C, epsilon 1 [Source:ZFIN;Acc:ZDB-GENE-061212-4]",protein binding;phosphatidylinositol phospholipase C activity;lipid catabolic process;phosphoric diester hydrolase activity;lipid metabolic process;positive regulation of GTPase activity;intracellular signal transduction;guanyl-nucleotide exchange factor activity;small GTPase mediated signal transduction;intracellular;hydrolase activity;signal transduction;signal transducer activity;glomerular basement membrane development,0.000213766,0.001916922,0.000178367,0,0.001712352,0.002210618,0.001969764,0.001794332,0.242970164,0.261505211,0.367863519,0.214784506,0.18260957,0.002147446,0.002116305,NA,NA,NA,NA,NA,0.225887123,0.001928727
ENSAMXG00000011957,KCNC3 (2 of 2),"potassium channel, voltage gated Shaw related subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:6235]",protein binding;protein homooligomerization;potassium channel activity;regulation of ion transmembrane transport;voltage-gated ion channel activity;ion channel activity;potassium ion transmembrane transport;voltage-gated potassium channel complex;potassium ion transport;voltage-gated potassium channel activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane,0.00147856,0.000352342,0.000179019,0.00080571,0.001034374,0.000256231,0.001153172,0.001688513,0.160382189,0.18293502,NA,0.037369068,0.352756823,0.000605116,0.001548368,NA,NA,NA,NA,NA,0.117285741,0.000834395
ENSAMXG00000000433,egr1,early growth response 1 [Source:ZFIN;Acc:ZDB-GENE-980526-320],nucleic acid binding;metal ion binding;camera-type eye development;embryonic retina morphogenesis in camera-type eye;embryonic viscerocranium morphogenesis,0.000246952,0.000745961,0,0.000228087,0.000672405,0.002534619,0.000484878,0.000961538,0.22089016,0.08170645,0.608153486,0.413033797,0.430208461,0.002423343,0.003128091,NA,NA,NA,NA,NA,0.073815075,0.000369822
ENSAMXG00000006994,NA,NA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;monooxygenase activity;metal ion binding;heme binding;iron ion binding;oxidation-reduction process;oxidoreductase activity;integral component of membrane;membrane",0.003270757,0.004093335,0.001211176,0.001876154,0.003083396,0.005369518,0.004877022,0.006586303,0.384655917,0.335615153,0.334725524,0.17034409,0.303298441,0.004250431,0.006950528,NA,NA,NA,NA,NA,0.381894145,0.006145802
ENSAMXG00000017947,tcf3b,transcription factor 3b [Source:ZFIN;Acc:ZDB-GENE-051113-64],protein dimerization activity,0.000249477,0.002154414,0,0,0.00046335,0.002559038,0.002463473,0.002446483,0.657335886,0.687910457,0.4507061,0.300536816,0.23594116,0.00187946,0.001893618,NA,NA,NA,NA,NA,0.722434775,0.002973157
ENSAMXG00000000842,HECW1 (1 of 3),"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",protein binding,0.001080978,0.002933534,0.000785811,0.001016472,0.002857575,0.003216002,0.002767151,0.002695953,0.18942831,0.195071086,0.386203348,0.131828782,0.109367887,0.002256679,0.00223521,0.0283896,0.214339,0.421151,-1.65554,-1.35372,0.223457088,0.003262348
ENSAMXG00000000979,NA,NA,protein binding,0.00060024,0.002632827,0.000016,0.000331206,0.001807908,0.003015678,0.002217446,0.002932602,0.341904982,0.285551452,0.358004993,0.306934412,0.30055047,0.003600038,0.003547861,-1.50776,-0.0439537,-2.36329,-2.0595,-0.899219,0.430592789,0.004117761
ENSAMXG00000001057,DLGAP4 (1 of 2),"discs, large (Drosophila) homolog-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]",signaling,0.000900453,0.002447595,0.000405242,0.001286719,0.001949195,0.002830688,0.003054579,0.002043546,0.160532935,0.324678168,0.350998156,0.252455359,0.120581239,0.003358373,0.002381638,-2.0342,-0.751738,-1.1758,-1.07836,-1.2473,0.304612988,0.002418732
ENSAMXG00000007143,ctgfa,connective tissue growth factor a [Source:ZFIN;Acc:ZDB-GENE-030131-102],protein binding;insulin-like growth factor binding;regulation of cell growth;extracellular region;chordate embryonic development;endoderm development;notochord development,0.000193237,0.001004073,0,0,0.001010101,0.000590446,0.002012882,0.002028986,0.4726199,0.40667344,0.109262767,0.21773576,0.219854785,0.00101986,0.001116479,NA,NA,NA,NA,NA,0.243948125,0.001046699
ENSAMXG00000006474,sox6,SRY (sex determining region Y)-box 6 [Source:ZFIN;Acc:ZDB-GENE-081120-6],"multicellular organismal development;DNA binding;regulation of transcription, DNA-templated",0.000131464,0.001580432,0,0.000131579,0.001023752,0.001265157,0.001295045,0.001261261,0.198944775,0.1934036,0.2931935,0.217739086,0.226756902,0.00158826,0.001618135,NA,NA,NA,NA,NA,0.185698317,0.001219326
ENSAMXG00000006519,masp1,mannan-binding lectin serine peptidase 1 [Source:ZFIN;Acc:ZDB-GENE-110421-4],protein binding;complement activation;calcium ion binding;serine-type endopeptidase activity;hydrolase activity;peptidase activity;proteolysis;extracellular region;neural crest cell migration,0.0000851,0.001171689,0,0,0.000635298,0.001393167,0.001014427,0.001059513,0.318911057,0.368810867,0.266516978,0.075197365,0.068295889,0.00064444,0.000689364,NA,NA,NA,NA,NA,0.321728186,0.00108957
ENSAMXG00000018273,scube1,"signal peptide, CUB domain, EGF-like 1 [Source:ZFIN;Acc:ZDB-GENE-050302-78]",protein binding;calcium ion binding;primitive hemopoiesis;smoothened signaling pathway;muscle fiber development,0.000780569,0.002058953,0.000514977,0.000525126,0.001222427,0.001786143,0.000854237,0.001061264,0.056225364,0.038899578,0.170181764,0.146210914,0.117625064,0.001489048,0.001712363,-0.909085,0.237643,0.682121,-0.370239,-1.25278,0.166750071,0.001554586
ENSAMXG00000018288,mpped1,metallophosphoesterase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-111104-1],hydrolase activity;metabolic process,0,0.001128936,0,0,0.000711662,0.003703704,0.001893939,0.000378788,0.1047038,0.403135867,0.565625,0.097891347,0.26100468,0.000673401,0.001346801,NA,-0.404068,NA,NA,-0.849715,0.63715002,0.004924242
ENSAMXG00000020855,manea,"mannosidase, endo-alpha [Source:ZFIN;Acc:ZDB-GENE-040912-87]",NA,0.001073611,0.002644451,0,0,0.000390778,0.00142471,0.000195389,0.000781555,0.0579846,0.0465116,0.081319975,0.064972293,0.045962803,0.00142471,0.00186922,NA,-1.08226,NA,-1.07157,-1.45138,0.0367261,0.000195389
