Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino,Dxy_Pachon:Molino,Fst_Pachon:Molino,Dxy_Tinaja:Molino,Fst_Tinaja:Molino,Dxy_Tinaja:Pachon,Fst_Tinaja:Pachon,Fst_Outliers
ENSAMXG00000026102,NA,NA,"DNA integration;transposition, DNA-mediated;DNA binding",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000001754,NA,NA,membrane coat;protein transporter activity;intracellular protein transport;vesicle-mediated transport;protein transport;transport;membrane,0,0.002295735,0,0,0,0.001386223,0,0,NA,NA,0.145833433,0.094713856,0.095632996,0.001386223,0.001386223,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000002442,rgs19,regulator of G-protein signaling 19 [Source:ZFIN;Acc:ZDB-GENE-080723-72],cilium movement;axoneme assembly,0,0.000628627,0,0,0,0.000385802,0,0,NA,NA,0.111535,0.111535,0.126365,0.000365497,0.000362669,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000002274,ccm2l,cerebral cavernous malformation 2-like [Source:ZFIN;Acc:ZDB-GENE-090313-248],heart morphogenesis,0.0000556,0.000708723,0.00028006,0.0000556,0.001061856,0.000596232,0.000667452,0.000667452,0.1375432,0.1375432,0.1121697,0.044249331,0.044249331,0.000407646,0.000407646,NA,NA,NA,NA,NA,0.1368665,0.000867033,0.000244234,0.339549,0.000244234,0.339549,0.0000556,0,NA
ENSAMXG00000003460,PDZRN3 (1 of 3),PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704],protein binding,0,0.000980393,0,0,0.000555557,0.000555556,0.000277778,0.000277778,0.0465116,0.0465116,0.125,0.135363,0.135363,0.000555556,0.000555556,NA,NA,NA,NA,NA,0.0367261,0.000277778,0,NA,0,NA,0,NA,NA
ENSAMXG00000004400,PHIP (1 of 5),pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673],protein binding;insulin receptor signaling pathway;insulin receptor binding,0,0.000392618,0,0,0.000588929,0.000196309,0.000294464,0.000294464,0.0465116,0.0367261,NA,0.00619094,0.00619094,0.000196309,0.000196309,NA,NA,NA,NA,NA,0.03136675,0.000294464,0,NA,0,NA,0,NA,NA
ENSAMXG00000004503,cacnb3b,"calcium channel, voltage-dependent, beta 3b [Source:ZFIN;Acc:ZDB-GENE-090127-1]",protein binding;voltage-gated calcium channel complex;voltage-gated calcium channel activity;calcium ion transmembrane transport,0.000174368,0.000579516,0,0,0.000290614,0.000302722,0.000145307,0.000232491,0.0465116,0.0465116,0.0722562,0.041342595,0.03472186,0.000302722,0.000380219,NA,NA,NA,NA,NA,0.03136675,0.000145307,0,NA,0.0000872,NA,0.0000872,0,NA
ENSAMXG00000020427,smc1al (4 of 4),"structural maintenance of chromosomes 1A, like [Source:ZFIN;Acc:ZDB-GENE-040426-57]",cohesin core heterodimer;mitotic sister chromatid cohesion;chromatin binding;DNA repair,0,0.001439674,0,0,0.000750752,0.000771605,0.000375375,0.000375375,0.0465116,0.0465116,0.055115233,0.05168136,0.05168136,0.000771605,0.000771605,NA,NA,NA,NA,NA,0.0331532,0.000375375,0,NA,0,NA,0,NA,NA
ENSAMXG00000016661,LMBRD2 (2 of 2),LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287],integral component of membrane;membrane,0,0,0,0,0.001315405,0,0.000803859,0.000803859,0.226804,0.226804,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.206862,0.000803859,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000026349,C8orf4 (2 of 2),chromosome 8 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1357],NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000013523,SSBP2,single-stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831],protein binding;single-stranded DNA binding,0.0000948,0.001274354,0.000198246,0,0.001378717,0.000855714,0.001579779,0.001540284,0.2561113,0.268686633,0.11458325,0.078563797,0.078563797,0.000750395,0.000797788,NA,NA,NA,NA,NA,0.219448129,0.001685097,0.000105319,0.0709761,0.000152712,0.0709761,0.0000474,0,NA
ENSAMXG00000018587,trappc5,trafficking protein particle complex 5 [Source:ZFIN;Acc:ZDB-GENE-040718-185],NA,0,0,0,0,0.000544039,0,0.000299222,0.000299222,0.162896,0.162896,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.149024,0.000299222,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000018393,ATP5H (1 of 2),"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d [Source:HGNC Symbol;Acc:HGNC:845]","ATP synthesis coupled proton transport;hydrogen ion transmembrane transporter activity;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000024493,tpt1,"tumor protein, translationally-controlled 1 [Source:ZFIN;Acc:ZDB-GENE-990603-10]",NA,0,0.000926354,0,0,0,0.000656168,0,0,NA,NA,0.291667,0.306878,0.306878,0.000656168,0.000656168,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000000832,rab3da,"RAB3D, member RAS oncogene family, a [Source:ZFIN;Acc:ZDB-GENE-080722-14]",nucleocytoplasmic transport;intracellular protein transport;protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0.00015015,0.00085085,0,0,0.002502502,0.000437938,0.001501502,0.001526527,0.13970616,0.16910876,0.0820124,0.03472186,0.03146476,0.000437938,0.000513013,NA,NA,NA,NA,NA,0.15018244,0.001501502,0,NA,0.0000751,NA,0.0000751,0,NA
ENSAMXG00000003394,atg4da,"autophagy related 4D, cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-041111-102]",autophagy;cysteine-type peptidase activity;protein transport;cytoplasm;hydrolase activity;peptidase activity;proteolysis;transport;cerebellar Purkinje cell differentiation;cerebellar neuron development,0.000143678,0.002587148,0,0,0.00107409,0.001875798,0.000879839,0.000955254,0.3089703,0.30407755,0.20383736,0.21307384,0.20000074,0.001875798,0.00188378,NA,NA,NA,NA,NA,0.29614105,0.000879839,0,NA,0.0000718,NA,0.0000718,NA,NA
ENSAMXG00000003552,rnf11a,ring finger protein 11a [Source:ZFIN;Acc:ZDB-GENE-040426-1277],protein binding;metal ion binding;zinc ion binding,0,0.000478604,0,0,0.001952702,0.000254259,0.001193317,0.001193317,0.156901733,0.156901733,0.0625,0.0709761,0.0709761,0.000254259,0.000254259,NA,NA,NA,NA,NA,0.1445894,0.001193317,0,NA,0,NA,0,NA,NA
ENSAMXG00000024501,arl6,ADP-ribosylation factor-like 6 [Source:ZFIN;Acc:ZDB-GENE-041219-2],G-protein beta/gamma-subunit complex binding;guanyl nucleotide binding;intracellular protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;G-protein coupled receptor signaling pathway;signal transducer activity;pectoral fin development;determination of left/right symmetry;cilium assembly;melanosome transport;gastrulation;Kupffer's vesicle development;regulation of Notch signaling pathway,0,0.00198128,0,0.000174216,0.001188896,0.001355014,0.000790754,0.000760341,0.1952988,0.1217923,0.192708333,0.183290313,0.15521176,0.001422764,0.001355014,NA,NA,NA,NA,NA,0.18025155,0.000760341,0.0000871,NA,0,NA,0.0000871,0,NA
ENSAMXG00000024514,CREB1 (2 of 2),cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345],"protein binding;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0,0.001752341,0,0.000204837,0.000360361,0.001081081,0.000288288,0.00018018,0.0367261,0.0465116,0.165625075,0.082428513,0.12106218,0.001129129,0.001081081,NA,NA,NA,NA,NA,0.0367261,0.00018018,0.000108108,NA,0,NA,0.000108108,NA,NA
ENSAMXG00000003310,sdhaf2,succinate dehydrogenase complex assembly factor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7564],protein-FAD linkage;mitochondrion,0,0,0,0,0.001461153,0,0.001397624,0.001397624,0.3364333,0.3364333,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.32273705,0.001397624,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000008406,NA,NA,Rho GTPase binding;actin cytoskeleton organization,0,0.001786493,0,0,0,0.001111111,0,0,NA,NA,0.225,0.12296147,0.12296147,0.001111111,0.001111111,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000003276,polr2l,polymerase (RNA) II (DNA directed) polypeptide L [Source:ZFIN;Acc:ZDB-GENE-050522-181],"DNA-directed RNA polymerase activity;transcription, DNA-templated;DNA binding;zinc ion binding",0,0.002666408,0,0,0.000829189,0.001658375,0.000414594,0.000414594,0.0465116,0.0465116,0.225,0.12296147,0.12296147,0.001658375,0.001658375,NA,NA,NA,NA,NA,0.0367261,0.000414594,0,NA,0,NA,0,NA,NA
ENSAMXG00000025901,fam43a,"family with sequence similarity 43, member A [Source:ZFIN;Acc:ZDB-GENE-030131-6098]",protein binding;negative regulation of luteinizing hormone secretion,0.0000978,0.001924972,0,0,0.0008186,0.001263875,0.000409299,0.000450229,0.0465116,0.03849656,0.22088025,0.16570998,0.170620647,0.001250272,0.001299195,NA,NA,NA,NA,NA,0.0260074,0.000412133,0,NA,0.0000495,NA,0.0000489,0,NA
ENSAMXG00000008356,NA,NA,female gamete generation;actin filament organization,0.000175747,0.00020202,0,0,0.003179608,0.000102501,0.001710199,0.00176399,0.064771938,0.059921971,NA,0.00619094,0.00619094,0.000104232,0.000191919,NA,NA,NA,NA,NA,0.031477133,0.001386322,0,NA,0.0000893,NA,0.0000906,NA,Diversity_too_low_RioChoy
ENSAMXG00000005714,irx3a,iroquois homeobox 3a [Source:ZFIN;Acc:ZDB-GENE-991119-5],"sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;endocrine pancreas development;gastrulation",0,0.000225897,0,0,0.000264971,0.000128008,0.000132485,0.000132485,0.0465116,0.0465116,0.0833333,0.0833333,0.0964051,0.000128008,0.000128008,NA,NA,NA,NA,NA,0.03136675,0.000132485,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000020486,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000020523,nutf2,nuclear transport factor 2 [Source:ZFIN;Acc:ZDB-GENE-041010-77],intracellular;transport,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000005368,C4BPB,"complement component 4 binding protein, beta [Source:HGNC Symbol;Acc:HGNC:1328]",NA,0,0.001710979,0,0,0,0.0008726,0,0,NA,NA,0.0625,0.019147972,0.019147972,0.0008726,0.0008726,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000025953,bdnf,brain-derived neurotrophic factor [Source:ZFIN;Acc:ZDB-GENE-000412-1],growth factor activity;receptor binding;brain development;dopaminergic neuron differentiation,0.000222387,0.001283406,0,0,0,0.000540914,0,0.000121803,0.0195122,NA,0.069771133,0.259437335,0.201385373,0.001546315,0.001663686,NA,NA,NA,NA,NA,NA,0,0,NA,0.000117509,0.048057,0.000117371,0.0555556,Diversity_too_low_RASCON
ENSAMXG00000006097,TPH1,tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008],"amino acid binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen;aromatic amino acid family metabolic process;monooxygenase activity;metabolic process;iron ion binding;oxidation-reduction process",0,0.001334116,0,0,0.000567472,0.000728256,0.00031211,0.00031211,0.162896,0.162896,0.0486111,0.055793733,0.059908967,0.000728256,0.000728256,NA,NA,NA,NA,NA,0.149024,0.00031211,0,NA,0,NA,0,NA,NA
ENSAMXG00000020436,mef2aa,myocyte enhancer factor 2aa [Source:ZFIN;Acc:ZDB-GENE-990415-163],somitogenesis;myofibril assembly;positive regulation of transcription from RNA polymerase II promoter;heart development;transcription regulatory region sequence-specific DNA binding;positive regulation of gene expression,0,0.001992862,0,0.000160256,0.000997883,0.001158679,0.000644041,0.000560036,0.106609067,0.103347233,0.06835735,0.05858765,0.06666129,0.001185389,0.001158679,NA,NA,NA,NA,NA,0.086178067,0.000560036,0.0000801,NA,0,NA,0.0000801,0.00784133,NA
ENSAMXG00000025955,FIBIN (2 of 2),fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747],NA,0,0.002707539,0,0.000180963,0.000551877,0.001861331,0.000275938,0.000275938,0.0465116,0.04161885,0.14648392,0.14190964,0.16756544,0.001861331,0.001861331,NA,NA,NA,NA,NA,0.0253523,0.000275938,0.0000905,NA,0,NA,0.0000905,NA,NA
ENSAMXG00000019480,nme2a,NME/NM23 nucleoside diphosphate kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7656],CTP biosynthetic process;UTP biosynthetic process;GTP biosynthetic process;nucleoside diphosphate phosphorylation;nucleoside diphosphate kinase activity;phosphorylation;kinase activity;nucleotide binding;transferase activity;ATP binding,0,0.001520667,0,0,0.000782474,0.001739995,0.000391236,0.000391236,0.0465116,0.0465116,0.3489585,0.36057955,0.36057955,0.001739995,0.001739995,NA,NA,NA,NA,NA,0.0367261,0.000391236,0,NA,0,NA,0,NA,NA
ENSAMXG00000010339,psmb2,"proteasome (prosome, macropain) subunit, beta type, 2 [Source:ZFIN;Acc:ZDB-GENE-040718-353]",proteolysis involved in cellular protein catabolic process;proteasome core complex;threonine-type endopeptidase activity;endopeptidase activity;proteasome complex;cytoplasm;hydrolase activity;peptidase activity;proteolysis;nucleus,0,0.000188324,0,0,0.000282486,0.0000942,0.001553672,0.001553672,0.932007,0.932007,NA,0.00619094,0.00619094,0.0000942,0.0000942,NA,NA,NA,NA,NA,0.927448,0.001553672,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000011207,fabp11a,fatty acid binding protein 11a [Source:ZFIN;Acc:ZDB-GENE-040912-132],lipid binding;transporter activity;transport,0,0,0,0,0.001183116,0,0.000629723,0.000629723,0.1047038,0.1047038,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0800837,0.000629723,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000020599,snrnp40,small nuclear ribonucleoprotein 40 (U5) [Source:ZFIN;Acc:ZDB-GENE-040426-978],protein binding,0.000097,0,0,0,0.000293919,0,0.000161655,0.000210152,0.162896,0.162896,NA,NA,NA,0,0.0000485,NA,NA,NA,NA,NA,0.149024,0.000161655,0,NA,0.0000485,NA,0.0000485,0,Diversity_too_low_RioChoy
ENSAMXG00000010164,bud31,BUD31 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040720-3],nucleus,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000020504,anp32e,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:ZFIN;Acc:ZDB-GENE-040426-2448]",protein binding,0,0,0.000316415,0,0,0.000168095,0,0,NA,NA,0.0625,NA,NA,0,0,NA,NA,NA,NA,NA,0.0309203,0.000168095,0.000168095,0.0625,0.000168095,0.0709761,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000020978,eif3hb (2 of 2),"eukaryotic translation initiation factor 3, subunit H, b [Source:ZFIN;Acc:ZDB-GENE-051030-42]",protein binding;eukaryotic translation initiation factor 3 complex;translational initiation;translation initiation factor activity;cytoplasm,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000003891,ubfd1,ubiquitin family domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050506-90],protein binding,0,0.000736233,0,0,0.000209118,0.00063857,0.000104559,0.000104559,0.0465116,0.0465116,0.444444,0.23437697,0.23437697,0.00063857,0.00063857,NA,NA,NA,NA,NA,0.0367261,0.000104559,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000003894,NA,NA,integral component of membrane;membrane,0,0.000634161,0,0,0,0.000347766,0,0,NA,NA,0.0833333,0.05129802,0.05129802,0.000347766,0.000347766,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000010168,pdap1b,pdgfa associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-942],NA,0,0.000530363,0,0,0,0.000265182,0,0,NA,NA,NA,0.00619094,0.00619094,0.000265182,0.000265182,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000010926,hpcal4,hippocalcin like 4 [Source:ZFIN;Acc:ZDB-GENE-060503-307],"calcium ion binding;metal ion binding;negative regulation of transcription, DNA-templated;response to light stimulus;response to temperature stimulus",0,0.000707206,0,0,0,0.000387822,0,0,NA,NA,0.125,0.07077697,0.07077697,0.000387822,0.000387822,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000011365,atp6v1c1b,"ATPase, H+ transporting, lysosomal, V1 subunit C1b [Source:ZFIN;Acc:ZDB-GENE-041010-104]","proton-transporting V-type ATPase, V1 domain;ATP hydrolysis coupled proton transport;hydrogen ion transmembrane transporter activity",0,0.001367011,0.000577849,0,0.000146327,0.001237684,0.0000732,0.0000732,0.0465116,0.0465116,0.1803794,0.20867825,0.20867825,0.00088406,0.00088406,NA,NA,NA,NA,NA,0.085114233,0.000426788,0.000353624,0.16575785,0.000353624,0.16575785,0,NA,Diversity_too_low_RASCON
ENSAMXG00000011541,ndufs2,NADH dehydrogenase (ubiquinone) Fe-S protein 2 [Source:ZFIN;Acc:ZDB-GENE-050522-273],"quinone binding;NAD binding;oxidoreductase activity, acting on NAD(P)H;oxidation-reduction process",0,0.001413635,0,0,0,0.000941753,0,0,NA,NA,0.113278967,0.136146233,0.130850833,0.000941753,0.000941753,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020688,gatad1,GATA zinc finger domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-050629-1],"transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;zinc ion binding;regulation of transcription, DNA-templated",0,0.000303582,0,0,0,0.000151791,0,0,NA,NA,NA,0.00619094,0.00619094,0.000151791,0.000151791,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000003851,PLA2G10 (1 of 2),"phospholipase A2, group X [Source:HGNC Symbol;Acc:HGNC:9029]",lipid catabolic process;phospholipid metabolic process;phospholipase A2 activity;lipid metabolic process;calcium ion binding;hydrolase activity;extracellular region,0,0.001253078,0,0,0.000363109,0.000726216,0.000181554,0.000181554,0.0465116,0.0465116,0.109375,0.12060405,0.12060405,0.000726216,0.000726216,NA,NA,NA,NA,NA,0.0367261,0.000181554,0,NA,0,NA,0,NA,NA
ENSAMXG00000004443,klhl7,kelch-like family member 7 [Source:ZFIN;Acc:ZDB-GENE-130212-1],protein binding,0.0000554,0.001036549,0,0,0.000277316,0.000608216,0.000138658,0.000166389,0.0465116,0.0465116,0.104118066,0.06006829,0.045306949,0.000608216,0.000625539,NA,NA,NA,NA,NA,0.0331532,0.000138658,0,NA,0.0000277,NA,0.0000277,0,NA
ENSAMXG00000004561,clptm1l,CLPTM1-like [Source:ZFIN;Acc:ZDB-GENE-040718-75],apoptotic process;integral component of membrane;membrane;regulation of cell cycle;Golgi apparatus;neural tube formation,0.0000826,0.001085626,0,0,0.000543901,0.000661649,0.0002849,0.000327635,0.0853064,0.0853064,0.116149958,0.074395246,0.074965103,0.000661649,0.000693789,NA,NA,NA,NA,NA,0.074158733,0.0002849,0,NA,0.0000413,NA,0.0000413,0,NA
ENSAMXG00000009693,nudt1,nudix (nucleoside diphosphate linked moiety X)-type motif 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2757],"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity;DNA repair;hydrolase activity",0,0.000715307,0,0,0.001075271,0.000357654,0.000537634,0.000537634,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.000357654,0.000357654,NA,NA,NA,NA,NA,0.0367261,0.000537634,0,NA,0,NA,0,NA,NA
ENSAMXG00000010087,smurf1,SMAD specific E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2744],protein binding;ubiquitin-protein transferase activity;protein ubiquitination;ligase activity;metabolic process;heart contraction,0,0.000891536,0,0,0.000870935,0.000532238,0.001064477,0.001064477,0.391805933,0.389141767,0.16666675,0.091492808,0.092788183,0.000532238,0.000532238,NA,NA,NA,NA,NA,0.378742183,0.001064477,0,NA,0,NA,0,NA,NA
ENSAMXG00000010315,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039],NA,0,0.000534659,0,0,0.001062377,0.000278242,0.000556483,0.000556483,0.0853064,0.0853064,0.0625,0.03858352,0.03858352,0.000278242,0.000278242,NA,NA,NA,NA,NA,0.074158733,0.000556483,0,NA,0,NA,0,NA,NA
ENSAMXG00000010959,trit1,tRNA isopentenyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-060503-297],dimethylallyltranstransferase activity;tRNA dimethylallyltransferase activity;tRNA processing;biosynthetic process;nucleic acid binding;ATP binding;metal ion binding;zinc ion binding,0.000191319,0.001414801,0,0,0.000776721,0.000881049,0.001022864,0.001131167,0.227885217,0.25966916,0.246031867,0.091644816,0.084816389,0.000881049,0.000987962,NA,NA,NA,NA,NA,0.24889766,0.001022864,0,NA,0.000106914,0.101986,0.000106914,0.111111,NA
ENSAMXG00000011241,zgc:91944,zgc:91944 [Source:ZFIN;Acc:ZDB-GENE-040718-417],"positive regulation of transcription, DNA-templated;nucleus;DNA binding",0.00019037,0.00080019,0,0,0.001096068,0.001216509,0.001182033,0.001288416,0.197089863,0.2120137,0.305734866,0.31573914,0.27906495,0.001216509,0.001322892,NA,NA,NA,NA,NA,0.204319771,0.001182033,0,NA,0.000106383,0.101986,0.000106383,0.111111,NA
ENSAMXG00000011294,hrsp12,heat-responsive protein 12 [Source:ZFIN;Acc:ZDB-GENE-040718-315],deaminase activity;metabolic process,0,0.00221612,0,0,0.000744545,0.001365001,0.0004095,0.0004095,0.162896,0.162896,0.20625,0.148425647,0.148425647,0.001365001,0.001365001,NA,NA,NA,NA,NA,0.149024,0.0004095,0,NA,0,NA,0,NA,NA
ENSAMXG00000011771,tmem55a,transmembrane protein 55A [Source:ZFIN;Acc:ZDB-GENE-060503-854],integral component of membrane;membrane,0.000118624,0.000480699,0.000131804,0,0.000790828,0.000329511,0.000395413,0.00044484,0.0465116,0.044065225,0.125,0.07077697,0.07077697,0.000263609,0.000322921,NA,NA,NA,NA,NA,0.0367261,0.000461315,0.0000659,0.00619094,0.000125214,0.00619094,0.0000593,0,NA
ENSAMXG00000011843,agr2,anterior gradient 2 [Source:ZFIN;Acc:ZDB-GENE-050417-214],intestinal epithelial cell differentiation,0,0.000706589,0,0.00019305,0.000789751,0.000429,0.000579151,0.000482625,0.273128,0.273128,0.1875,0.199354,0.199354,0.000525526,0.000429,NA,NA,NA,NA,NA,0.256798,0.000482625,0.0000965,NA,0,NA,0.0000965,0,NA
ENSAMXG00000011850,tspan13b,tetraspanin 13b [Source:ZFIN;Acc:ZDB-GENE-041010-45],integral component of membrane;membrane,0,0.000698745,0.000343997,0,0.000274123,0.00063962,0.000137061,0.000137061,0.0367261,0.0465116,0.15625,0.262955,0.262955,0.000456871,0.000456871,NA,NA,NA,NA,NA,0.0338232,0.00031981,0.000182749,0.0709761,0.000182749,0.0709761,0,NA,NA
ENSAMXG00000016890,NA,NA,ligase activity;nucleotide binding;ATP binding;metabolic process,0,0.000341748,0,0,0.000818332,0.000181554,0.000409165,0.000409165,0.0465116,0.0465116,0.0625,0.0709761,0.0709761,0.000181554,0.000181554,NA,NA,NA,NA,NA,0.0331532,0.000409165,0,NA,0,NA,0,NA,NA
ENSAMXG00000020497,si:ch211-191i18.4,si:ch211-191i18.4 [Source:ZFIN;Acc:ZDB-GENE-060503-15],negative regulation of appetite;cellular response to starvation;adult feeding behavior;cellular glucose homeostasis;activation of MAPKK activity;cell;extracellular space;G-protein coupled receptor signaling pathway,0,0.000413907,0,0,0.001103755,0.000206954,0.000551876,0.000551876,0.0465116,0.0465116,0.00784133,0.0148356,0.0148356,0.000206954,0.000206954,NA,NA,NA,NA,NA,0.0367261,0.000551876,0,NA,0,NA,0,NA,NA
ENSAMXG00000020555,fbxl2,F-box and leucine-rich repeat protein 2 [Source:ZFIN;Acc:ZDB-GENE-030925-12],protein binding,0.0000779,0.000646469,0,0,0.000495611,0.000735549,0.000259605,0.000298546,0.082044567,0.0853064,0.38782065,0.269481013,0.241253347,0.000735549,0.000718242,NA,NA,NA,NA,NA,0.074158733,0.000259605,0,NA,0.0000389,NA,0.0000389,0,NA
ENSAMXG00000002498,si:ch211-157c3.4,si:ch211-157c3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8454],integral component of membrane;membrane,0,0,0,0,0.001420455,0,0.002604167,0.002604167,0.790343,0.790343,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.778578,0.002604167,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000004182,si:ch211-243j20.2,si:ch211-243j20.2 [Source:ZFIN;Acc:ZDB-GENE-041014-345],phosphorylation;kinase activity;nucleotide binding;transferase activity;ATP binding;metabolic process,0,0,0,0,0.001111113,0,0.006111111,0.006111111,0.932007,0.932007,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.927448,0.006111111,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy; Molino-Rascon
