,Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
1492,ENSAMXG00000013800,mstna,myostatin a [Source:ZFIN;Acc:ZDB-GENE-050208-735],growth;growth factor activity;extracellular region,0.000970614,0.000814175,0,0.000287632,0.001912918,0.000431741,0.003323313,0,0.536080171,0.6524514,0.011733165,0.62083599,0.423679252,0.004092715,0.00464489,NA,-1.78227,-1.72331,NA,0.564166
1493,ENSAMXG00000013814,batf,"basic leucine zipper transcription factor, ATF-like [Source:ZFIN;Acc:ZDB-GENE-041014-291]","cell differentiation;regulation of transcription from RNA polymerase II promoter;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;DNA binding;regulation of transcription, DNA-templated",0.001026959,0.000602228,0,0,0.00082122,0.000301114,0.004968383,0,0.3003558,0.9310215,NA,0.00619094,0.44800097,0.000301114,0.00298103,NA,NA,NA,NA,NA
1494,ENSAMXG00000013901,dcun1d5,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-2603]",NA,0.001142006,0.002172894,0,0,0.000914808,0.001624738,0.002515723,0,0.0837679,0.688841,0.3270235,0.339841576,0.159563147,0.00351153,0.002285115,NA,NA,NA,NA,NA
1495,ENSAMXG00000013924,eif2a,eukaryotic translation initiation factor 2A [Source:ZFIN;Acc:ZDB-GENE-050626-52],protein binding;translational initiation;translation initiation factor activity;translation,0.001275917,0.001203768,0,0,0.000554646,0.000702783,0.001888437,0,0.2776216,0.65052812,0.1319445,0.30508836,0.194127764,0.001711295,0.001810161,NA,NA,NA,NA,NA
1496,ENSAMXG00000013987,CCDC34,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079],NA,0.000901,0.004696431,0,0,0.000774974,0.01032968,0.003392484,0,0.51717932,0.65032932,0.574938979,0.518656753,0.491984798,0.012460856,0.01197663,NA,-0.96187,NA,-0.155649,-0.828791
1497,ENSAMXG00000014083,zgc:162161,zgc:162161 [Source:ZFIN;Acc:ZDB-GENE-070410-26],transmembrane transport;integral component of membrane;membrane,0.000643073,0.001901204,0,0,0.001074143,0.002748176,0.004082613,0,0.499706673,0.645510745,0.461289773,0.182013129,0.338247837,0.001940124,0.004001589,NA,NA,NA,NA,NA
1498,ENSAMXG00000014148,prph,peripherin [Source:ZFIN;Acc:ZDB-GENE-990415-207],type III intermediate filament;intermediate filament;structural molecule activity;tissue regeneration,0.000647948,0.001515547,0,0.000438553,0.000503955,0.001774858,0.002595003,0,0.39705232,0.67457412,0.351149555,0.381340758,0.419223283,0.003106751,0.004166667,NA,NA,NA,NA,NA
1499,ENSAMXG00000014152,plrdgb,PITP-less RdgB-like protein [Source:ZFIN;Acc:ZDB-GENE-000406-3],intracellular;transport,0.001407968,0.001604684,0,0.000718141,0.000728438,0.001757604,0.003451236,0,0.2159356,0.736233,0.382087333,0.45564235,0.3735736,0.002953297,0.003013257,NA,NA,NA,NA,NA
1500,ENSAMXG00000014189,cpeb1a,cytoplasmic polyadenylation element binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-080723-42],protein binding;nucleotide binding;nucleic acid binding,0.001303574,0.001529231,0,0,0.000748224,0.002276566,0.001371742,0,0.447063714,0.686221333,0.488437833,0.075409549,0.208433428,0.000881251,0.002786957,NA,NA,NA,NA,NA
1501,ENSAMXG00000014242,ddt,D-dopachrome tautomerase [Source:ZFIN;Acc:ZDB-GENE-040625-160],integral component of membrane;membrane;negative regulation of apoptotic process;inner ear development,0.005308928,0.003504783,0.001458748,0,0.001010103,0.003614242,0.005555556,0,0.313048333,0.932007,0.263775,0.18960426,0.32857885,0.00273752,0.007294686,NA,NA,NA,NA,NA
1502,ENSAMXG00000014252,chchd10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1753],NA,0.002429152,0.002026296,0.002466977,0,0.000388501,0.002751878,0.004856255,0,0.291032867,0.682170533,0.157108967,0.112537733,0.202916333,0.001165501,0.002861953,NA,NA,NA,NA,NA
1503,ENSAMXG00000014301,flt1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) [Source:ZFIN;Acc:ZDB-GENE-050407-1],protein binding;vascular endothelial growth factor receptor signaling pathway;vascular endothelial growth factor signaling pathway;vascular endothelial growth factor-activated receptor activity;peptidyl-tyrosine phosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine kinase activity;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;integral component of plasma membrane;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;integral component of membrane;membrane;vasculogenesis;sprouting angiogenesis;regulation of heart contraction,0.000508032,0.001193661,0,0.000272953,0.00060576,0.001157982,0.001837596,0,0.512332323,0.70604656,0.177864581,0.44473515,0.487515625,0.003271299,0.003046595,NA,-1.22894,-2.28837,-2.02945,-1.08336
1504,ENSAMXG00000014334,kera,keratocan [Source:ZFIN;Acc:ZDB-GENE-041210-165],protein binding,0.001516209,0.000930615,0.000577126,0,0.000953242,0.001287712,0.002851361,0,0.325943217,0.6468284,0.310416667,0.485776988,0.263804949,0.002882021,0.002557027,NA,NA,NA,NA,NA
1505,ENSAMXG00000014469,b3gnt3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8875]","galactosyltransferase activity;protein glycosylation;Golgi apparatus;transferase activity, transferring glycosyl groups;transferase activity;integral component of membrane;membrane",0.000438212,0.002703739,0,0,0.003107322,0.003603077,0.008033888,0,0.386264511,0.654637686,0.3571499,0.165375667,0.38609499,0.00204499,0.004518454,NA,-0.427472,NA,-1.97429,0.551769
1506,ENSAMXG00000014542,phyhd1,phytanoyl-CoA dioxygenase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-159],secondary active monocarboxylate transmembrane transporter activity,0.000786449,0.001559048,0,0.000373563,0.001428074,0.002769796,0.003136973,0,0.2908904,0.654104,0.54134725,0.312301188,0.07038333,0.00225894,0.00132583,NA,NA,NA,NA,NA
1507,ENSAMXG00000014810,si:ch211-161h7.8,si:ch211-161h7.8 [Source:ZFIN;Acc:ZDB-GENE-091204-302],NA,0.001548968,0.000351617,0,0,0.000527427,0.000175809,0.012921941,0,0.0330119,0.80930232,NA,0.00619094,0.745948988,0.000175809,0.012042897,NA,0,NA,-1.63814,0
1509,ENSAMXG00000015198,olfm3a,olfactomedin 3a [Source:ZFIN;Acc:ZDB-GENE-080219-11],NA,0.000566289,0.003236429,0,0,0.000325839,0.003334465,0.003405018,0,0.455916,0.787256,0.279252578,0.228798808,0.243240714,0.00285048,0.00317607,NA,NA,NA,NA,NA
1510,ENSAMXG00000015395,C17orf58,chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:27568],protein binding;extracellular region,0.000904288,0.00215762,0.001013514,0,0.002076753,0.002212033,0.004021879,0,0.332535167,0.725588,0.2953765,0.16447897,0.06654832,0.001608752,0.001758902,0,-0.116819,NA,-1.19135,1.82437
1511,ENSAMXG00000015450,gtf3c2,"general transcription factor IIIC, polypeptide 2, beta [Source:ZFIN;Acc:ZDB-GENE-041014-349]",protein binding;DNA binding,0.000182435,0.001109625,0,0,0.001197213,0.001040502,0.002795378,0,0.55892182,0.706944455,0.327819571,0.240456632,0.181308484,0.001040502,0.000968029,NA,0.0818636,NA,-1.63814,0.3158
1513,ENSAMXG00000015606,hiat1b,hippocampus abundant transcript 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2935],transporter activity;transmembrane transport;integral component of membrane;membrane,0.000372325,0.000727213,0,0,0.000451188,0.000915751,0.000865651,0,0.474663667,0.6380465,0.21688125,0.153121713,0.197355713,0.000915751,0.001148504,NA,-1.29402,NA,-0.0899783,-0.0474906
1514,ENSAMXG00000015611,mea1,male-enhanced antigen 1 [Source:ZFIN;Acc:ZDB-GENE-070424-117],spermatogenesis,0.002076813,0.003026557,0,0.00018018,0.000600602,0.003903904,0.003693694,0,0.1322092,0.6595062,0.49480075,0.310851275,0.226865475,0.002742743,0.003413413,NA,NA,NA,NA,NA
1515,ENSAMXG00000015627,ict1,immature colon carcinoma transcript 1 [Source:ZFIN;Acc:ZDB-GENE-121214-202],translational termination;translation release factor activity,0,0.003153307,0,0.00041423,0.001249335,0.003411306,0.002655945,0,0.523785,0.6950685,0.3132352,0.205680276,0.32970011,0.003618421,0.005165692,NA,-0.396446,-1.37219,NA,0.219917
1516,ENSAMXG00000015632,si:ch211-191c10.1 (1 of 2),si:ch211-191c10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-387],protein binding;calcium ion binding,0.015573199,0.019874681,0,0.004500965,0.003571436,0.011507937,0.023088411,0,0.192632643,0.675674978,0.303174067,0.314206178,0.186118906,0.021278365,0.01889732,NA,1.21678,1.33546,1.98212,-0.682023
1517,ENSAMXG00000015689,SHISA6,shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491],NA,0.000249184,0.001242604,0.000357448,0.000127959,0.000921508,0.001875223,0.002891592,0,0.50552144,0.747792833,0.41559292,0.537861171,0.614886345,0.004082141,0.005459463,0,-0.823313,-1.51284,-1.1407,0.371951
1522,ENSAMXG00000016116,f7i,coagulation factor VIIi [Source:ZFIN;Acc:ZDB-GENE-021206-10],protein binding;blood coagulation;calcium ion binding;serine-type endopeptidase activity;proteolysis;extracellular region,0.001020974,0.001312103,0,0.000233918,0.000683528,0.001879699,0.004377611,0,0.315355083,0.812567657,0.5390625,0.303866813,0.468858902,0.001807296,0.004736842,NA,0.00129306,-1.69027,NA,-1.10317
1523,ENSAMXG00000016133,SSR4 (1 of 2),"signal sequence receptor, delta [Source:HGNC Symbol;Acc:HGNC:11326]",endoplasmic reticulum;integral component of membrane,0.000250627,0.001064754,0,0,0.002398354,0.000696185,0.00900335,0,0.255271333,0.72219872,0.225,0.746577333,0.5921565,0.005708716,0.003077137,NA,NA,NA,NA,NA
1524,ENSAMXG00000016286,PTGDS (1 of 2),prostaglandin D2 synthase 21kDa (brain) [Source:HGNC Symbol;Acc:HGNC:9592],lipid metabolic process;transporter activity;transport,0.002125921,0.002308507,0,0.000492611,0.001171314,0,0.007107232,0,0.470631925,0.93135,NA,0.490292233,0.60654434,0.003971675,0.00802089,NA,NA,NA,NA,NA
1525,ENSAMXG00000016414,icn,ictacalcin [Source:ZFIN;Acc:ZDB-GENE-030131-8599],calcium ion binding;metal ion binding,0.002097638,0.004996685,0,0.001086957,0.005489681,0.005434783,0.009842995,0,0.5362055,0.654302,0.32604175,0.063065608,0.110831647,0.003321256,0.003784219,NA,-0.162418,-1.72331,-1.40841,-0.312914
1526,ENSAMXG00000016456,rplp2,"ribosomal protein, large P2 [Source:ZFIN;Acc:ZDB-GENE-031018-2]",ribonucleoprotein complex;ribosome;structural constituent of ribosome;intracellular;translational elongation,0.000297619,0.003793185,0,0,0.001456,0.003141534,0.007007007,0,0.344086,0.781362,0.293146,0.234005735,0.339388188,0.003141534,0.005605159,NA,NA,NA,NA,NA
1527,ENSAMXG00000016461,upp1,uridine phosphorylase 1 [Source:ZFIN;Acc:ZDB-GENE-050306-2],"uridine phosphorylase activity;nucleotide catabolic process;transferase activity, transferring pentosyl groups;cytoplasm;nucleoside metabolic process;UMP salvage;catalytic activity;transferase activity, transferring glycosyl groups;transferase activity",0.001031002,0.000896523,0,0,0.001189997,0.000491642,0.003963864,0,0.289146625,0.72482532,0.1875,0.20204396,0.329674117,0.001597837,0.003048181,NA,NA,NA,NA,NA
1528,ENSAMXG00000016465,irf7,interferon regulatory factor 7 [Source:ZFIN;Acc:ZDB-GENE-040426-1518],"protein binding;regulatory region DNA binding;transcription factor activity, sequence-specific DNA binding;regulation of transcription, DNA-templated;camera-type eye morphogenesis",0.001485436,0.001551774,0.000231225,0,0.001226892,0.001790706,0.003472222,0,0.349998818,0.637106657,0.3882692,0.693087993,0.542274049,0.004979036,0.004507338,0,-0.102199,NA,-0.546266,-0.818148
1529,ENSAMXG00000016602,SLC35A3 (1 of 3),"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 [Source:HGNC Symbol;Acc:HGNC:11023]",nucleotide transmembrane transport;nucleotide-sugar transport;carbohydrate transport;sugar:proton symporter activity;nucleotide-sugar transmembrane transporter activity;Golgi membrane;proton transport;transport;integral component of membrane;membrane,0.000506329,0.002467527,0,0,0.001649405,0.002443741,0.003164557,0,0.197073,0.6380465,0.38058265,0.200165995,0.089801347,0.002443741,0.00165436,NA,NA,NA,NA,NA
1531,ENSAMXG00000016674,ppap2d,phosphatidic acid phosphatase type 2D [Source:ZFIN;Acc:ZDB-GENE-061201-42],integral component of membrane;membrane,0.000142248,0.006722622,0,0.000284495,0.001769838,0.007791156,0.011063628,0,0.465648633,0.76696062,0.465481212,0.476863691,0.366145967,0.007933403,0.006913963,NA,NA,NA,NA,NA
1532,ENSAMXG00000016987,DCSTAMP (2 of 2),dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549],integral component of membrane;membrane,0.000486766,0.0036741,0,0.00402906,0.001812876,0.005151099,0.009776265,0,0.220237971,0.653205821,0.3230002,0.511239515,0.56597627,0.011770749,0.015465104,NA,NA,NA,NA,NA
1533,ENSAMXG00000017111,tnni2a.4,"troponin I type 2a (skeletal, fast), tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-040625-119]",troponin complex;myofibril assembly,0.000855135,0.001024006,0,0.000193424,0.000791279,0.000537288,0.001402321,0,NA,0.694301,0.0625,0.049381047,0.206700785,0.000634,0.001891253,NA,-1.08972,0,0,0
1536,ENSAMXG00000017201,GPR149,G protein-coupled receptor 149 [Source:HGNC Symbol;Acc:HGNC:23627],NA,0.000343036,0.001734704,0,0.000391304,0.000387397,0.001150941,0.00223064,0,0.12163925,0.718694,0.2110065,0.478348,0.172267757,0.003026646,0.001432857,NA,NA,NA,NA,NA
1537,ENSAMXG00000017410,zgc:152951,zgc:152951 [Source:ZFIN;Acc:ZDB-GENE-060929-416],protein disulfide oxidoreductase activity;cell redox homeostasis;cell;electron carrier activity;oxidation-reduction process,0.000507305,0.002478568,0.000101461,0.000405844,0.000633902,0.003049468,0.002440525,0,0.539397,0.7038925,0.392185579,0.3386887,0.3142487,0.004335768,0.004048295,NA,NA,NA,NA,NA
1538,ENSAMXG00000017455,nek4,NIMA-related kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1392],protein tyrosine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.001184486,0.00353112,0.000308351,0.000333751,0.001824794,0.003519443,0.00343055,0,0.46233708,0.672751133,0.303174865,0.203442575,0.176186989,0.003384011,0.003377014,0.631875,-0.152408,-2.17464,NA,0.676479
1539,ENSAMXG00000017494,zbtb46,zinc finger and BTB domain containing 46 [Source:ZFIN;Acc:ZDB-GENE-090313-352],protein binding;nucleic acid binding;metal ion binding,0.001071884,0.001230061,0,0.000267569,0.000431691,0.001479198,0.001760829,0,0.275643871,0.699107,0.387618833,0.445388554,0.275007493,0.002242396,0.001878453,NA,NA,NA,NA,NA
1540,ENSAMXG00000017507,si:dkey-207l24.2,si:dkey-207l24.2 [Source:ZFIN;Acc:ZDB-GENE-131125-92],integral component of membrane;membrane,0.00026078,0.001534003,0,0.000419111,0.000558816,0.001490174,0.002430847,0,0.2672032,0.67290715,0.39306,0.440645683,0.371398173,0.002649716,0.002131777,NA,0.81955,-1.97429,-1.69027,-1.74687
1541,ENSAMXG00000017527,C4orf32,chromosome 4 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:26813],integral component of membrane;membrane,0.001459944,0.001721587,0,0.0002331,0.001236138,0.000906501,0.001476301,0,0.208264567,0.643875,0.059414867,0.44685401,0.369577208,0.004441854,0.004933955,NA,-1.09451,0,-0.692639,0
1542,ENSAMXG00000017580,nr5a2,"nuclear receptor subfamily 5, group A, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-79]","steroid hormone mediated signaling pathway;steroid hormone receptor activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;metal ion binding;sequence-specific DNA binding;nucleus;DNA binding;zinc ion binding;regulation of transcription, DNA-templated;cartilage development",0.000132802,0.000801618,0,0,0.000368053,0.002177797,0.001012146,0,0.550409,0.75628,0.4930789,0.418554263,0.30173389,0.002094795,0.001380984,NA,NA,NA,NA,NA
1543,ENSAMXG00000017689,atp8b3,"ATPase, aminophospholipid transporter, class I, type 8B, member 3 [Source:ZFIN;Acc:ZDB-GENE-050208-424]",phospholipid translocation;phospholipid transport;phospholipid-translocating ATPase activity;magnesium ion binding;nucleotide binding;hydrolase activity;ATP binding;metabolic process;metal ion binding;integral component of membrane;membrane,0.000868253,0.001540021,0,0,0.00038469,0.001940067,0.001298327,0,0.357068288,0.6463408,0.384706,0.207497179,0.160978602,0.00158986,0.001590656,NA,NA,NA,NA,NA
1544,ENSAMXG00000017728,glcea,glucuronic acid epimerase a [Source:ZFIN;Acc:ZDB-GENE-040630-9],"glycosaminoglycan biosynthetic process;racemase and epimerase activity, acting on carbohydrates and derivatives;integral component of membrane;dorsal/ventral axis specification;heparosan-N-sulfate-glucuronate 5-epimerase activity;heparan sulfate proteoglycan metabolic process",0.001816821,0.000563637,0,0.000165319,0.000565355,0.000920109,0.003195561,0,0.376524336,0.674115838,0.479166667,0.602054764,0.380248358,0.003233073,0.002573133,NA,NA,NA,NA,NA
1545,ENSAMXG00000017761,srsf2a,serine/arginine-rich splicing factor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-2706],nucleotide binding;nucleic acid binding;urea cycle;carbamoyl-phosphate synthase (ammonia) activity;ammonia homeostasis,0.003772066,0.003497683,0.00056051,0,0.000272332,0.003764676,0.003404139,0,0.412243386,0.682170533,0.3720786,0.436555157,0.20103479,0.004211332,0.004605879,0,0.995523,NA,0.311185,0
1547,ENSAMXG00000018105,hspg2,heparan sulfate proteoglycan 2 [Source:ZFIN;Acc:ZDB-GENE-080807-4],protein binding;calcium ion binding,0.002028122,0.003283361,9.26E-05,0.000416667,0.001517769,0.003350694,0.003634139,0,0.179826114,0.641392933,0.303617373,0.248047252,0.134682154,0.003385995,0.003178048,0,0.469612,-1.97429,-0.143467,-0.946088
1549,ENSAMXG00000018230,klf4,Kruppel-like factor 4 [Source:ZFIN;Acc:ZDB-GENE-111014-1],nucleic acid binding;metal ion binding;negative regulation of cell proliferation,0.001930429,0.002236354,0,0,0.000638115,0.003237112,0.004325824,0,0.444938789,0.722273433,0.430075986,0.574254404,0.44637517,0.005652979,0.005686016,NA,NA,NA,NA,NA
1551,ENSAMXG00000018305,trim33l,"tripartite motif containing 33, like [Source:ZFIN;Acc:ZDB-GENE-030131-5695]",protein binding;intracellular;metal ion binding;zinc ion binding,0.002377737,0.0008418,0,3.30E-05,0.001184106,0.001033058,0.003926789,0,0.408616574,0.702460953,0.285770296,0.08876682,0.364958549,0.000498458,0.003212465,NA,-0.741076,0,1.57141,0.130719
1552,ENSAMXG00000018403,atp1b3a,"ATPase, Na+/K+ transporting, beta 3a polypeptide [Source:ZFIN;Acc:ZDB-GENE-990415-167]",sodium ion transport;sodium:potassium-exchanging ATPase complex;potassium ion transport;ion transport;transport;integral component of membrane;membrane,0.000920225,0.0013045,0,0.000238332,0.00023245,0.000694444,0.001417945,0,0.357559067,0.932007,0.063325265,0.181683863,0.141839316,0.00169128,0.001620077,NA,-1.35859,0,-0.360164,0
1553,ENSAMXG00000018726,slc35a3b,"solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3b [Source:ZFIN;Acc:ZDB-GENE-050417-460]",nucleotide transmembrane transport;nucleotide-sugar transport;carbohydrate transport;sugar:proton symporter activity;nucleotide-sugar transmembrane transporter activity;Golgi membrane;transmembrane transport;proton transport;transport;integral component of membrane;membrane,0.004204053,0.005544329,0.001708826,0.000863801,0.002791835,0.009159127,0.008069418,0,0.564224429,0.6394655,0.518991643,0.222870089,0.306233779,0.00567218,0.008544199,0.734162,-0.189184,-0.570561,-0.0862991,-1.12546
1555,ENSAMXG00000018805,ensaa,endosulfine alpha a [Source:ZFIN;Acc:ZDB-GENE-060503-181],NA,0.001292705,0.002446202,0,0,0.00048733,0.001624431,0.002680312,0,0.521924,0.932007,0.2395835,0.253116,0.199354,0.001624431,0.001916829,NA,1.07077,NA,0,0
1556,ENSAMXG00000018808,mcl1b,myeloid cell leukemia 1b [Source:ZFIN;Acc:ZDB-GENE-030825-1],regulation of apoptotic process;integral component of membrane;membrane;negative regulation of apoptotic process;chordate embryonic development;regulation of mitotic nuclear division;protein heterodimerization activity;negative regulation of cysteine-type endopeptidase activity involved in apoptotic process;negative regulation of mitotic nuclear division,0.003772932,0.000921024,0,0,0.001774968,0.002169402,0.009196378,0,0.096172025,0.773572229,0.53125,0.027785993,0.436645892,0.000471609,0.007989059,NA,-1.60021,NA,0.991661,-0.741088
1557,ENSAMXG00000018828,scnm1,sodium channel modifier 1 [Source:ZFIN;Acc:ZDB-GENE-030131-415],NA,0.00077607,0.00198882,0,0.000268097,0.001645138,0.002457551,0.002803843,0,0.5052528,0.691381667,0.553301,0.340735988,0.288789068,0.002703307,0.002755436,NA,0.827157,-1.51284,-1.40841,0.772199
1558,ENSAMXG00000018986,ccl25b,chemokine (C-C motif) ligand 25b [Source:ZFIN;Acc:ZDB-GENE-110222-2],cell chemotaxis;chemokine activity;immune response;extracellular region;lymphoid lineage cell migration into thymus,0.005783233,0.004159237,0,0.003182858,0.001976289,0.002854633,0.009387352,0,0.47999575,0.702743,0.3125,0.411419735,0.300183988,0.008454106,0.008651735,NA,NA,NA,NA,NA
1559,ENSAMXG00000019061,si:dkey-17m8.1,si:dkey-17m8.1 [Source:ZFIN;Acc:ZDB-GENE-110411-225],cation transport;extracellular ATP-gated cation channel activity,0.000839144,0.003170718,0,0,0.000568013,0.006514658,0.001983537,0,0.469352238,0.67080332,0.525284016,0.395841215,0.352417929,0.005593393,0.00547988,NA,-0.416111,NA,-2.08024,-1.4589
1560,ENSAMXG00000019113,PLPP3 (2 of 2),phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229],regulation of Wnt signaling pathway;phospholipid metabolic process;lipid phosphatase activity;dephosphorylation;integral component of membrane;membrane,0.003881256,0.001992582,0,0.000346228,0.000638313,0.004204204,0.002792149,0,0.349002417,0.825126667,0.521380186,0.3149172,0.3922242,0.002075409,0.00391992,NA,NA,NA,NA,NA
1561,ENSAMXG00000019127,HECW1 (3 of 3),"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",ubiquitin-protein transferase activity;protein ubiquitination;ligase activity;metabolic process,0.002252529,0.002619335,0.001635114,0.002212629,0.001959792,0.002442972,0.004972184,0,0.406333381,0.666532829,0.19492058,0.45532944,0.338324625,0.005729765,0.004458611,NA,NA,NA,NA,NA
1562,ENSAMXG00000019151,proca,"protein C (inactivator of coagulation factors Va and VIIIa), a [Source:ZFIN;Acc:ZDB-GENE-060824-5]",serine-type peptidase activity;serine-type endopeptidase activity;hydrolase activity;peptidase activity;proteolysis,0.000659844,0.004174006,0.003547731,0.000197433,0.000494072,0.00610211,0.005023057,0,0.38295628,0.703253429,0.393642273,0.424294157,0.291197755,0.005540474,0.004540967,2.57205,0.774441,-1.51284,-1.17868,-1.66801
1563,ENSAMXG00000019247,trim101,tripartite motif containing 101 [Source:ZFIN;Acc:ZDB-GENE-040801-100],protein binding;intracellular;metal ion binding;zinc ion binding;integral component of membrane;membrane,0.000458902,0.001260792,0,0.000154321,0.000467639,0.000685871,0.00155607,0,0.398597667,0.646479667,0.08333332,0.243327922,0.178105569,0.002229081,0.001714678,NA,NA,NA,NA,NA
1564,ENSAMXG00000019399,memo1,mediator of cell motility 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5571],NA,0,0.001708566,0,0.001091942,0.000345782,0.00230521,0.002005533,0,0.0465116,0.748936,0.316666667,0.282108733,0.070876535,0.002535731,0.000922084,NA,NA,NA,NA,NA
1565,ENSAMXG00000019491,mex3b,mex-3 RNA binding family member B [Source:ZFIN;Acc:ZDB-GENE-030131-2628],protein binding;RNA binding;nucleic acid binding;metal ion binding;zinc ion binding,0.000599155,0.001936644,0,0,0.000453824,0.002952741,0.002609485,0,0.55154512,0.76655032,0.505412,0.60396592,0.534381845,0.004919307,0.004755265,NA,NA,NA,NA,NA
1568,ENSAMXG00000019720,rxrbb,"retinoid x receptor, beta b [Source:ZFIN;Acc:ZDB-GENE-990415-242]","steroid hormone mediated signaling pathway;steroid hormone receptor activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;metal ion binding;sequence-specific DNA binding;nucleus;DNA binding;zinc ion binding;regulation of transcription, DNA-templated;heart jogging;negative regulation of transcription, DNA-templated;calmodulin-dependent protein kinase activity;protein autophosphorylation;protein phosphorylation;RNA polymerase III transcription factor activity, sequence-specific DNA binding",0.00158684,0.000350785,0,0,0.000394634,0.000175392,0.002170481,0,0.36415525,0.932007,NA,0.834151991,0.636053849,0.0046479,0.003757783,NA,NA,NA,NA,NA
1569,ENSAMXG00000019779,si:dkey-246g23.2,si:dkey-246g23.2 [Source:ZFIN;Acc:ZDB-GENE-050419-100],integral component of membrane;membrane;regulation of endocytosis;digestive tract morphogenesis,0.000262066,0.002537537,0,0.000696083,0.000753271,0.003323344,0.002880366,0,0.2221826,0.649249333,0.3760416,0.11880485,0.10093285,0.00232442,0.002078531,NA,NA,NA,NA,NA
1570,ENSAMXG00000019792,nek6,NIMA-related kinase 6 [Source:ZFIN;Acc:ZDB-GENE-040724-133],protein tyrosine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.000327089,0.001218566,0.000728185,0,0.00046225,0.001443817,0.000847458,0,0.3569066,0.790343,0.26396575,0.2884817,0.204527275,0.001067169,0.001167608,0.247839,0.655573,NA,-1.1407,0
1572,ENSAMXG00000019887,msx2b,muscle segment homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-492],"sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;prostaglandin E receptor activity",0.001075851,0.002845446,0,0,0.000296034,0.001997257,0.003700414,0,0.0465116,0.6789087,0.17437286,0.453673533,0.23151884,0.004284839,0.002593662,NA,0.327069,NA,0.698066,-0.109161
1573,ENSAMXG00000019914,aifm5,"apoptosis-inducing factor, mitochondrion-associated, 5 [Source:ZFIN;Acc:ZDB-GENE-091118-96]","2 iron, 2 sulfur cluster binding;cell redox homeostasis;cell;flavin adenine dinucleotide binding;iron-sulfur cluster binding;metal ion binding;oxidation-reduction process;oxidoreductase activity",0.000674593,0.001945854,0,0,0.000874866,0.001568669,0.003331218,0,0.500605213,0.659819575,0.289568167,0.291658742,0.216331917,0.002696701,0.002506345,NA,-0.449956,NA,-0.751614,-1.16715
