Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000041122,selenos,selenoprotein S [Source:NCBI gene;Acc:735249],,,,,,,,,0.00369004,0.00378229,,,,,,,,,,,,
ENSAMXG00000002763,chsy1,chondroitin sulfate synthase 1 [Source:NCBI gene;Acc:1347541],,,,,,,,,0.00094205,0.00159761,,,,,,,,,,,,
ENSAMXG00000034226,aldh1a3,aldehyde dehydrogenase 1 family member A3 [Source:NCBI gene;Acc:133227],,,,,,,,,0.0011332,0.0006389,,,,,,,,,,,,
ENSAMXG00000032525, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042642, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035835, ,LIM zinc finger domain containing 1 [Source:NCBI gene;Acc:1334328],,,,,,,,,6.78E-05,6.44E-05,,,,,,,,,,,,
ENSAMXG00000040728,cntnap5l,contactin-associated protein-like 5 [Source:NCBI gene;Acc:1334882],,,,,,,,,0.0018792,0.00123645,,,,,,,,,,,,
ENSAMXG00000031644, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042682, ,,,,,,,,,,0.00450849,0.00457037,,,,,,,,,,,,
ENSAMXG00000036210, ,,,,,,,,,,0,0.00053191,,,,,,,,,,,,
ENSAMXG00000041812,ncbp2,nuclear cap binding protein subunit 2 [Source:NCBI gene;Acc:192325],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031232, ,,,,,,,,,,0.00178103,0.00184664,,,,,,,,,,,,
ENSAMXG00000042038, ,"ferritin, heavy subunit [Source:NCBI gene;Acc:1339853]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025764,C6orf120,chromosome 6 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:21247],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043127,ptp4a1,protein tyrosine phosphatase type IVA 1 [Source:NCBI gene;Acc:1337233],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000002142,psmd14,"proteasome 26S subunit, non-ATPase 14 [Source:NCBI gene;Acc:1334529]",,,,,,,,,0.00366604,0.00035478,,,,,,,,,,,,
ENSAMXG00000038590,rlbp1a,retinaldehyde-binding protein 1-like [Source:NCBI gene;Acc:1333538],,,,,,,,,0.00085749,0.00223804,,,,,,,,,,,,
ENSAMXG00000040655,hsh2d,hematopoietic SH2 domain-containing protein homolog [Source:NCBI gene;Acc:1335863],,,,,,,,,0.0012667,3.01E-05,,,,,,,,,,,,
ENSAMXG00000036267,tpm4a,tropomyosin alpha-1 chain [Source:NCBI gene;Acc:1336175],,,,,,,,,0.00022676,0.00022676,,,,,,,,,,,,
ENSAMXG00000037779,fstl3,follistatin like 3 [Source:NCBI gene;Acc:1337953],,,,,,,,,0.00402022,0.00397109,,,,,,,,,,,,
ENSAMXG00000033145,cbarpb,CACN subunit beta associated regulatory protein b [Source:ZFIN;Acc:ZDB-GENE-528-57],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000015570,atp5f1d,ATP synthase F1 subunit delta [Source:ZFIN;Acc:ZDB-GENE-3131-7649],,,,,,,,,0.00051653,0.00072314,,,,,,,,,,,,
ENSAMXG00000015589,midn,midnolin [Source:NCBI gene;Acc:1339314],,,,,,,,,0.00163762,0.00231,,,,,,,,,,,,
ENSAMXG00000015612,cirbpb,cold inducible RNA binding protein b [Source:ZFIN;Acc:ZDB-GENE-3131-5841],,,,,,,,,0.00123242,0.00020661,,,,,,,,,,,,
ENSAMXG00000031277,tmem161a,transmembrane protein 161A [Source:NCBI gene;Acc:1341675],,,,,,,,,0.00083302,0.00146599,,,,,,,,,,,,
ENSAMXG00000036998,mef2b,myocyte enhancer factor 2B [Source:NCBI gene;Acc:134198],,,,,,,,,0.00089838,3.23E-05,,,,,,,,,,,,
ENSAMXG00000042276,borcs8,BLOC-1 related complex subunit 8 [Source:NCBI gene;Acc:1343736],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037896,si:ch211-125m10.6,transmembrane protein 221 [Source:NCBI gene;Acc:1344532],,,,,,,,,0.00190396,0.0008658,,,,,,,,,,,,
ENSAMXG00000037392,rfxank,regulatory factor X associated ankyrin containing protein [Source:NCBI gene;Acc:134287],,,,,,,,,0.00390444,0.00041191,,,,,,,,,,,,
ENSAMXG00000015810,nr2c2ap,nuclear receptor 2C2 associated protein [Source:NCBI gene;Acc:134253],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041661, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000015851,hapln4,hyaluronan and proteoglycan link protein 4 [Source:ZFIN;Acc:ZDB-GENE-653-243],,,,,,,,,0.00186733,0.0018035,,,,,,,,,,,,
ENSAMXG00000032223,tm6sf2,transmembrane 6 superfamily member 2 [Source:NCBI gene;Acc:1345149],,,,,,,,,0.00333234,0.00201,,,,,,,,,,,,
ENSAMXG00000015968,arhgap45b,rho GTPase-activating protein 45-like [Source:NCBI gene;Acc:134674],,,,,,,,,0.00094688,0.00085059,,,,,,,,,,,,
ENSAMXG00000037623, ,ras-related protein Rab-11B [Source:NCBI gene;Acc:13476],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030875,43892,membrane associated ring-CH-type finger 2 [Source:NCBI gene;Acc:1321975],,,,,,,,,0.00078211,0.00035491,,,,,,,,,,,,
ENSAMXG00000016073,hnrnpm,heterogeneous nuclear ribonucleoprotein M [Source:ZFIN;Acc:ZDB-GENE-3131-6898],,,,,,,,,0.00168423,0.00135938,,,,,,,,,,,,
ENSAMXG00000040583,FAM163A,family with sequence similarity 163 member A [Source:NCBI gene;Acc:1325142],,,,,,,,,0,0.0008489,,,,,,,,,,,,
ENSAMXG00000017875,nrd1b,nardilysin b (N-arginine dibasic convertase) [Source:ZFIN;Acc:ZDB-GENE-528-422],,,,,,,,,0.00090682,0.0013439,,,,,,,,,,,,
ENSAMXG00000042882,rab3b,ras-related protein Rab-3B [Source:NCBI gene;Acc:1327359],,,,,,,,,0.00145231,0.0003942,,,,,,,,,,,,
ENSAMXG00000017879,atpaf1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:NCBI gene;Acc:5566],,,,,,,,,0.00174779,0.00123225,,,,,,,,,,,,
ENSAMXG00000030422,pdzk1ip1,PDZK1 interacting protein 1 [Source:NCBI gene;Acc:133536],,,,,,,,,0.00210432,0.00207772,,,,,,,,,,,,
ENSAMXG00000029567,tal1,T-cell acute lymphocytic leukemia 1 [Source:NCBI gene;Acc:3766],,,,,,,,,0.00157306,0.00157306,,,,,,,,,,,,
ENSAMXG00000025066,ier5,immediate early response 5 [Source:NCBI gene;Acc:133142],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035000,stx6,syntaxin 6 [Source:NCBI gene;Acc:133137],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043456,plekhb2,"pleckstrin homology domain containing, family B (evectins) member 2 [Source:ZFIN;Acc:ZDB-GENE-4426-754]",,,,,,,,,4.61E-05,4.38E-05,,,,,,,,,,,,
ENSAMXG00000017944,cts12,cathepsin L1-like [Source:NCBI gene;Acc:133379],,,,,,,,,0,3.04E-05,,,,,,,,,,,,
ENSAMXG00000017958,ttc39c,tetratricopeptide repeat domain 39C [Source:NCBI gene;Acc:553591],,,,,,,,,0.00059086,0.00058922,,,,,,,,,,,,
ENSAMXG00000017960,osbpl1a,oxysterol-binding protein-related protein 1 [Source:NCBI gene;Acc:1334756],,,,,,,,,0.00201289,0.00125918,,,,,,,,,,,,
ENSAMXG00000017963,trmt13,tRNA methyltransferase 13 homolog [Source:NCBI gene;Acc:133569],,,,,,,,,0.00055393,0.00018456,,,,,,,,,,,,
ENSAMXG00000031024,lrrc39,leucine rich repeat containing 39 [Source:NCBI gene;Acc:133536],,,,,,,,,0.00019878,0.00144779,,,,,,,,,,,,
ENSAMXG00000030280, ,tctex1 domain-containing protein 1-A-like [Source:NCBI gene;Acc:1336543],,,,,,,,,0.00170174,0.00040152,,,,,,,,,,,,
ENSAMXG00000017968,dbt,dihydrolipoamide branched chain transacylase E2 [Source:NCBI gene;Acc:1336231],,,,,,,,,0.00190011,0.00065922,,,,,,,,,,,,
ENSAMXG00000043271,rtca,RNA 3'-terminal phosphate cyclase [Source:NCBI gene;Acc:1335915],,,,,,,,,0.00178891,0.00178891,,,,,,,,,,,,
ENSAMXG00000017972,cdc14ab,cell division cycle 14A [Source:NCBI gene;Acc:1325254],,,,,,,,,0.00289685,0.00071597,,,,,,,,,,,,
ENSAMXG00000025067,GPR88,G protein-coupled receptor 88 [Source:NCBI gene;Acc:1336839],,,,,,,,,0.00276303,0.00217714,,,,,,,,,,,,
ENSAMXG00000035830,slc30a7,solute carrier family 3 member 7 [Source:NCBI gene;Acc:1337799],,,,,,,,,0.0011207,0,,,,,,,,,,,,
ENSAMXG00000025068,s1pr1,sphingosine-1-phosphate receptor 1 [Source:NCBI gene;Acc:64617],,,,,,,,,0.00149822,0.00145389,,,,,,,,,,,,
ENSAMXG00000033911,zbtb37,zinc finger and BTB domain containing 37 [Source:NCBI gene;Acc:1338435],,,,,,,,,0.00213169,0.00071124,,,,,,,,,,,,
ENSAMXG00000018053,serpinc1,serpin family C member 1 [Source:NCBI gene;Acc:133885],,,,,,,,,0.00167365,0.0012578,,,,,,,,,,,,
ENSAMXG00000018071,rc3h1a,ring finger and CCCH-type domains 1 [Source:NCBI gene;Acc:1339469],,,,,,,,,0.00141191,0.00107215,,,,,,,,,,,,
ENSAMXG00000018117,eps15l1a,epidermal growth factor receptor pathway substrate 15 like 1 [Source:NCBI gene;Acc:1325564],,,,,,,,,0.00043484,0.00016044,,,,,,,,,,,,
ENSAMXG00000032785,klf2a,Krueppel-like factor 2 [Source:NCBI gene;Acc:134192],,,,,,,,,0.00040816,0.00040816,,,,,,,,,,,,
ENSAMXG00000035200,fam32a,family with sequence similarity 32 member A [Source:NCBI gene;Acc:43175],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000018143,mrpl54,mitochondrial ribosomal protein L54 [Source:NCBI gene;Acc:134818],,,,,,,,,0.00236967,0,,,,,,,,,,,,
ENSAMXG00000018150,malt2,mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog [Source:NCBI gene;Acc:13458],,,,,,,,,0.00194108,0.00210054,,,,,,,,,,,,
ENSAMXG00000018165,si:ch1073-396h14.1,si:ch173-396h14.1 [Source:ZFIN;Acc:ZDB-GENE-775-6],,,,,,,,,0.00141783,0.00090051,,,,,,,,,,,,
ENSAMXG00000018194, ,lipoprotein lipase-like [Source:NCBI gene;Acc:1342854],,,,,,,,,0.00221191,0.00035102,,,,,,,,,,,,
ENSAMXG00000034956,lpl,lipoprotein lipase-like [Source:NCBI gene;Acc:1343174],,,,,,,,,0.00288482,0.00137266,,,,,,,,,,,,
ENSAMXG00000018222,bsg,basigin (Ok blood group) [Source:NCBI gene;Acc:1343475],,,,,,,,,0.00222491,0.00139978,,,,,,,,,,,,
ENSAMXG00000018236,hcn2b,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 [Source:NCBI gene;Acc:1344493],,,,,,,,,0.00177544,0.00053759,,,,,,,,,,,,
ENSAMXG00000018258,polrmt,RNA polymerase mitochondrial [Source:NCBI gene;Acc:1325872],,,,,,,,,0.00230039,0.00133842,,,,,,,,,,,,
ENSAMXG00000042459,fgf22,fibroblast growth factor 22-like [Source:NCBI gene;Acc:1326177],,,,,,,,,0.00489508,0.00172353,,,,,,,,,,,,
ENSAMXG00000018283, ,,,,,,,,,,0.01995823,0.01030159,,,,,,,,,,,,
ENSAMXG00000034483,krt98,keratin 98 [Source:ZFIN;Acc:ZDB-GENE-7822-8],,,,,,,,,0.00235543,0.00243056,,,,,,,,,,,,
ENSAMXG00000019672,krt15,keratin 15 [Source:ZFIN;Acc:ZDB-GENE-4426-2931],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000031708, ,,,,,,,,,,0.00530538,0.00769305,,,,,,,,,,,,
ENSAMXG00000018307,si:dkey-28e7.3,si:dkey-28e7.3 [Source:ZFIN;Acc:ZDB-GENE-141215-28],,,,,,,,,0.00229372,0.00194911,,,,,,,,,,,,
ENSAMXG00000018337,jupa,junction plakoglobin-like [Source:NCBI gene;Acc:1345821],,,,,,,,,0.00041668,0.00075641,,,,,,,,,,,,
ENSAMXG00000018360,cdc6,cell division cycle 6 [Source:NCBI gene;Acc:1346129],,,,,,,,,0.00171845,0.00119485,,,,,,,,,,,,
ENSAMXG00000018361,wipf2a,WAS/WASL-interacting protein family member 2 [Source:NCBI gene;Acc:1346425],,,,,,,,,6.98E-05,0.00178727,,,,,,,,,,,,
ENSAMXG00000018370,abcc10,ATP binding cassette subfamily C member 1 [Source:NCBI gene;Acc:134749],,,,,,,,,0.00200756,0.00079439,,,,,,,,,,,,
ENSAMXG00000041753,sp2,Sp2 transcription factor [Source:NCBI gene;Acc:1347352],,,,,,,,,0.00078448,0.00100315,,,,,,,,,,,,
ENSAMXG00000018378,socs7,suppressor of cytokine signaling 7 [Source:ZFIN;Acc:ZDB-GENE-824-125],,,,,,,,,0.00076792,0.00068797,,,,,,,,,,,,
ENSAMXG00000031582,ap1s2,adaptor related protein complex 1 subunit sigma 2 [Source:ZFIN;Acc:ZDB-GENE-3131-5448],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000018532,rbb4l,histone-binding protein RBBP7 [Source:NCBI gene;Acc:1323991],,,,,,,,,7.07E-05,6.72E-05,,,,,,,,,,,,
ENSAMXG00000018613,ptgfr,prostaglandin F receptor [Source:NCBI gene;Acc:13284],,,,,,,,,0.00139752,0.00139752,,,,,,,,,,,,
ENSAMXG00000029439,btf3l4,basic transcription factor 3-like 4 [Source:NCBI gene;Acc:393667],,,,,,,,,0.00105042,0.00120522,,,,,,,,,,,,
ENSAMXG00000035083,elovl1b,elongation of very long chain fatty acids protein 1-like [Source:NCBI gene;Acc:1326677],,,,,,,,,0.00222586,0.00122702,,,,,,,,,,,,
ENSAMXG00000042044,mob3c,MOB kinase activator 3C [Source:NCBI gene;Acc:1327889],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000018676,mknk1,MAPK interacting serine/threonine kinase 1 [Source:NCBI gene;Acc:132825],,,,,,,,,0.00115473,0.00190972,,,,,,,,,,,,
ENSAMXG00000037091, ,retinol dehydrogenase 7-like [Source:NCBI gene;Acc:132883],,,,,,,,,0.00157155,0.00094209,,,,,,,,,,,,
ENSAMXG00000036056, ,,,,,,,,,,0.00331968,0.00323342,,,,,,,,,,,,
ENSAMXG00000040188,homer3b,homer scaffold protein 3b [Source:ZFIN;Acc:ZDB-GENE-4426-739],,,,,,,,,3.98E-05,7.55E-05,,,,,,,,,,,,
ENSAMXG00000029224, ,,,,,,,,,,0.00218818,0.00213348,,,,,,,,,,,,
ENSAMXG00000018766,arrdc2,arrestin domain containing 2 [Source:NCBI gene;Acc:1331165],,,,,,,,,0.00185596,0.00085288,,,,,,,,,,,,
ENSAMXG00000043682,si:ch211-1a19.3,uncharacterized LOC1332216 [Source:NCBI gene;Acc:1332216],,,,,,,,,0.00381054,0.00114971,,,,,,,,,,,,
ENSAMXG00000018775,wdr18,WD repeat domain 18 [Source:NCBI gene;Acc:1332528],,,,,,,,,0.00170499,0.00228259,,,,,,,,,,,,
ENSAMXG00000018792,grin3bb,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3Bb [Source:ZFIN;Acc:ZDB-GENE-131122-77]",,,,,,,,,0.00278483,0.00110863,,,,,,,,,,,,
ENSAMXG00000018838,med16,mediator complex subunit 16 [Source:NCBI gene;Acc:1329251],,,,,,,,,0.000495,0.00041328,,,,,,,,,,,,
ENSAMXG00000037724,si:ch211-262i1.3,mitotic spindle positioning [Source:NCBI gene;Acc:1334977],,,,,,,,,0.00124829,0.00252004,,,,,,,,,,,,
ENSAMXG00000043328,efna2b,ephrin-A2 [Source:NCBI gene;Acc:1336428],,,,,,,,,0.00512795,0.00857794,,,,,,,,,,,,
ENSAMXG00000018891,si:ch73-60h1.1,calcium/calmodulin-dependent protein kinase type IV-like [Source:NCBI gene;Acc:1336728],,,,,,,,,0.00050815,0.00119404,,,,,,,,,,,,
ENSAMXG00000018940,reep6,receptor expression-enhancing protein 6 [Source:NCBI gene;Acc:134819],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000018956,larp6b,la-related protein 6-like [Source:NCBI gene;Acc:134234],,,,,,,,,0.00301065,0.0016131,,,,,,,,,,,,
ENSAMXG00000034852,VMAC,vimentin type intermediate filament associated coiled-coil protein [Source:NCBI gene;Acc:1341728],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000018963,nrtn,neurturin [Source:NCBI gene;Acc:1343175],,,,,,,,,0.00160704,0.00209576,,,,,,,,,,,,
ENSAMXG00000018967, ,RAN binding protein 3 [Source:NCBI gene;Acc:1343688],,,,,,,,,0.00055908,0.000233,,,,,,,,,,,,
ENSAMXG00000018975,ctns,"cystinosin, lysosomal cystine transporter [Source:NCBI gene;Acc:1343999]",,,,,,,,,0.00404683,0.00288386,,,,,,,,,,,,
ENSAMXG00000030660,ccl25b,C-C motif chemokine 25-like [Source:NCBI gene;Acc:1344285],,,,,,,,,0,0.00141129,,,,,,,,,,,,
ENSAMXG00000019011,slc1a6,solute carrier family 1 member 6 [Source:ZFIN;Acc:ZDB-GENE-714-45],,,,,,,,,0.00115598,0.00037673,,,,,,,,,,,,
ENSAMXG00000019019,tax1bp3,Tax1 (human T-cell leukemia virus type I) binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-4426-283],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000019033,babam1,BRISC and BRCA1 A complex member 1 [Source:NCBI gene;Acc:13475],,,,,,,,,0.00154388,0.00201702,,,,,,,,,,,,
ENSAMXG00000043184,plvapb,plasmalemma vesicle associated protein [Source:NCBI gene;Acc:1347353],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000019055,dda1,DET1 and DDB1 associated 1 [Source:NCBI gene;Acc:1322734],,,,,,,,,0,0.00272861,,,,,,,,,,,,
ENSAMXG00000019058,abhd8b,abhydrolase domain containing 8 [Source:NCBI gene;Acc:1322221],,,,,,,,,0.0031057,0.00161862,,,,,,,,,,,,
ENSAMXG00000019066,dazap1,DAZ associated protein 1 [Source:NCBI gene;Acc:1329889],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040744,gamt,guanidinoacetate N-methyltransferase [Source:NCBI gene;Acc:132341],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040097,ndufs7,NADH:ubiquinone oxidoreductase core subunit S7 [Source:NCBI gene;Acc:1323339],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000029141,ctdspl3,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 3 [Source:ZFIN;Acc:ZDB-GENE-141215-56]",,,,,,,,,0.00048629,0.00054193,,,,,,,,,,,,
ENSAMXG00000019077,arid3a,AT-rich interaction domain 3A [Source:NCBI gene;Acc:1323992],,,,,,,,,0.0013295,0.00189289,,,,,,,,,,,,
ENSAMXG00000042426,r3hdm4,R3H domain containing 4 [Source:NCBI gene;Acc:13394],,,,,,,,,0.00157445,0,,,,,,,,,,,,
ENSAMXG00000016806, ,FYN-binding protein-like [Source:NCBI gene;Acc:134774],,,,,,,,,3.95E-05,0,,,,,,,,,,,,
ENSAMXG00000032250,smim7,small integral membrane protein 7 [Source:NCBI gene;Acc:134159],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000016919,ddx49,DEAD-box helicase 49 [Source:NCBI gene;Acc:1343246],,,,,,,,,0.0010475,0.000236,,,,,,,,,,,,
ENSAMXG00000038929,pde4cb,phosphodiesterase 4C [Source:NCBI gene;Acc:1344346],,,,,,,,,0.00134518,0.0012757,,,,,,,,,,,,
ENSAMXG00000042651,samd13,sterile alpha motif domain containing 13 [Source:NCBI gene;Acc:13359],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000041217,rpf1,ribosome production factor 1 homolog [Source:NCBI gene;Acc:1331954],,,,,,,,,0.00057963,0.00130662,,,,,,,,,,,,
ENSAMXG00000041878,mcoln2,mucolipin 2 [Source:NCBI gene;Acc:1332784],,,,,,,,,0.00185515,0.00185086,,,,,,,,,,,,
ENSAMXG00000017580,nr5a2,nuclear receptor subfamily 5 group A member 2 [Source:NCBI gene;Acc:133693],,,,,,,,,0.00134371,0.00035361,,,,,,,,,,,,
ENSAMXG00000036066,cfhl4,complement factor H like 4 [Source:ZFIN;Acc:ZDB-GENE-3131-251],,,,,,,,,0.00235969,0.00555485,,,,,,,,,,,,
ENSAMXG00000025815,b3galt2,"beta-1,3-galactosyltransferase 2 [Source:NCBI gene;Acc:1341183]",,,,,,,,,0.00186567,0.00195229,,,,,,,,,,,,
ENSAMXG00000037073, ,glutaredoxin 2 [Source:NCBI gene;Acc:1341496],,,,,,,,,0.00118153,0.0020872,,,,,,,,,,,,
ENSAMXG00000038455,RGS13,regulator of G-protein signaling 21 [Source:NCBI gene;Acc:134337],,,,,,,,,0.00805195,0.00219481,,,,,,,,,,,,
ENSAMXG00000017672,si:ch211-117l17.6,regulator of G-protein signaling 21-like [Source:NCBI gene;Acc:1343546],,,,,,,,,0.00086843,0.00361656,,,,,,,,,,,,
ENSAMXG00000036547,si:ch211-117l17.7,si:ch211-117l17.7 [Source:ZFIN;Acc:ZDB-GENE-11914-232],,,,,,,,,0.00330943,0.00335769,,,,,,,,,,,,
ENSAMXG00000031138,ccdc50,zinc finger CCCH domain-containing protein 13-like [Source:NCBI gene;Acc:134718],,,,,,,,,0.00134836,0.00137384,,,,,,,,,,,,
ENSAMXG00000017677, ,claudin-19-like [Source:NCBI gene;Acc:1344452],,,,,,,,,0.00093107,0.00154372,,,,,,,,,,,,
ENSAMXG00000017679,p3h2,prolyl 3-hydroxylase 2 [Source:NCBI gene;Acc:1345377],,,,,,,,,0.00237192,0.00171117,,,,,,,,,,,,
ENSAMXG00000039086, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000032826,foxq2,forkhead box Q2 [Source:ZFIN;Acc:ZDB-GENE-528-663],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000034040,onecut3a,one cut domain family member 3-like [Source:NCBI gene;Acc:134619],,,,,,,,,0.00211457,0.00209535,,,,,,,,,,,,
ENSAMXG00000017689,atp8b3,ATPase phospholipid transporting 8B3 [Source:ZFIN;Acc:ZDB-GENE-528-424],,,,,,,,,0.00042276,0.00012604,,,,,,,,,,,,
ENSAMXG00000025817,nfil3-4,"nuclear factor, interleukin 3 regulated, member 4 [Source:ZFIN;Acc:ZDB-GENE-7424-214]",,,,,,,,,0.00143117,0.00149623,,,,,,,,,,,,
ENSAMXG00000025818,lingo3a,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 [Source:NCBI gene;Acc:134732],,,,,,,,,0.00080645,0,,,,,,,,,,,,
ENSAMXG00000017697,org,uncharacterized LOC1347825 [Source:NCBI gene;Acc:1347825],,,,,,,,,0.00468713,0.0010984,,,,,,,,,,,,
ENSAMXG00000037201,oaz1a,"Danio rerio ornithine decarboxylase antizyme 1a (oaz1a), mRNA. [Source:RefSeq mRNA;Acc:NM_194264]",,,,,,,,,0,0.00013928,,,,,,,,,,,,
ENSAMXG00000042900,si:dkey-211f22.5,si:dkey-211f22.5 [Source:ZFIN;Acc:ZDB-GENE-141216-381],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000032908,amh,anti-Mullerian hormone [Source:ZFIN;Acc:ZDB-GENE-576-192],,,,,,,,,0.00015761,0.00105905,,,,,,,,,,,,
ENSAMXG00000017709,dot1l,DOT1 like histone lysine methyltransferase [Source:NCBI gene;Acc:132328],,,,,,,,,0.00148177,0.00145434,,,,,,,,,,,,
ENSAMXG00000017724,ell,elongation factor for RNA polymerase II [Source:NCBI gene;Acc:132459],,,,,,,,,0.00086957,0.00082609,,,,,,,,,,,,
ENSAMXG00000029526, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000017739,fkbp8,FKBP prolyl isomerase 8 [Source:NCBI gene;Acc:1323735],,,,,,,,,0.00088511,0.00088511,,,,,,,,,,,,
ENSAMXG00000039554,ssbp4,single-stranded DNA-binding protein 3 [Source:NCBI gene;Acc:1324563],,,,,,,,,0.00053596,0.00057006,,,,,,,,,,,,
ENSAMXG00000017776,tmem59l,transmembrane protein 59 like [Source:NCBI gene;Acc:1324878],,,,,,,,,4.87E-05,0.00125219,,,,,,,,,,,,
ENSAMXG00000017785,crlf1b,cytokine receptor-like factor 1b [Source:ZFIN;Acc:ZDB-GENE-818-1],,,,,,,,,0.00187075,0.00183107,,,,,,,,,,,,
ENSAMXG00000041343,rex1bd,required for excision 1-B domain containing [Source:NCBI gene;Acc:1325814],,,,,,,,,0.00154024,0.00603708,,,,,,,,,,,,
ENSAMXG00000017810,cpamd8,C3 and PZP like alpha-2-macroglobulin domain containing 8 [Source:NCBI gene;Acc:132551],,,,,,,,,0.00106954,0.00057709,,,,,,,,,,,,
ENSAMXG00000037822,odf3l2b,outer dense fiber protein 3-like protein 2 [Source:NCBI gene;Acc:1325199],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040722,cks2,cyclin-dependent kinases regulatory subunit 1-like [Source:NCBI gene;Acc:1326129],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000017823,shc2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:ZFIN;Acc:ZDB-GENE-528-666],,,,,,,,,0.00177167,0.0023541,,,,,,,,,,,,
ENSAMXG00000017840,ankrd24,,,,,,,,,,0.00231178,0.00165637,,,,,,,,,,,,
ENSAMXG00000033433, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000034569,shdb,SH2 domain-containing adapter protein F-like [Source:NCBI gene;Acc:132712],,,,,,,,,0.00092499,0.0021545,,,,,,,,,,,,
ENSAMXG00000025819,s1pr3a,sphingosine 1-phosphate receptor 3-like [Source:NCBI gene;Acc:1327635],,,,,,,,,0.00110497,0.00116313,,,,,,,,,,,,
ENSAMXG00000017858,mier2,"mesoderm induction early response 1, family member 2 [Source:ZFIN;Acc:ZDB-GENE-528-795]",,,,,,,,,0.00188259,0.00088793,,,,,,,,,,,,
ENSAMXG00000033432,plpp2b,phospholipid phosphatase 2-like [Source:NCBI gene;Acc:1328797],,,,,,,,,0,0.00017328,,,,,,,,,,,,
ENSAMXG00000041362, ,"TLE family member 2, transcriptional corepressor b [Source:ZFIN;Acc:ZDB-GENE-528-677]",,,,,,,,,0.00059172,0.0002071,,,,,,,,,,,,
ENSAMXG00000031376, ,,,,,,,,,,0.00092764,0.00092764,,,,,,,,,,,,
ENSAMXG00000039384, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000036638,rgmd,RGM domain family member B-like [Source:NCBI gene;Acc:1344657],,,,,,,,,0.00033772,0.00033772,,,,,,,,,,,,
ENSAMXG00000033808,hsd11b1la,hydroxysteroid 11-beta dehydrogenase 1 like [Source:NCBI gene;Acc:133971],,,,,,,,,0.00063398,0.00094346,,,,,,,,,,,,
